date,sport,mkt,matchup,side,agsTier,units,staked,tracked,outcome,top2Pct,nFor
2026-07-09,MLB,ML,"Philadelphia Phillies @ Cincinnati Reds",away,WEAK,0,0,1,WIN,77.22,3
2026-07-09,SOC,ML,"Morocco @ France",home,ELITE,6,1,0,WIN,68.07,15
2026-07-10,MLB,ML,"Arizona Diamondbacks @ Los Angeles Dodgers",away,WEAK,0,0,1,WIN,58.26,2
2026-07-10,MLB,ML,"Boston Red Sox @ New York Mets",away,FADE,0,0,1,WIN,70.26,1
2026-07-10,MLB,ML,"Chicago Cubs @ Cincinnati Reds",away,FADE,0,0,1,LOSS,70.26,1
2026-07-10,MLB,ML,"Cleveland Guardians @ Miami Marlins",away,ELITE,2.5,1,0,WIN,83.5,3
2026-07-10,MLB,ML,"Milwaukee Brewers @ Pittsburgh Pirates",away,WEAK,0,0,1,LOSS,59.09,1
2026-07-10,MLB,ML,"New York Yankees @ Washington Nationals",away,FADE,0,0,1,WIN,61.67,3
2026-07-10,MLB,ML,"Athletics @ Chicago White Sox",home,LEAN,5,1,0,WIN,66.76,4
2026-07-10,MLB,ML,"Philadelphia Phillies @ Detroit Tigers",home,ELITE,6,1,0,WIN,71.21,2
2026-07-10,MLB,ML,"Seattle Mariners @ Tampa Bay Rays",away,LEAN,2.5,1,0,LOSS,69.63,6
2026-07-10,MLB,ML,"Toronto Blue Jays @ San Diego Padres",away,FADE,0,0,1,WIN,68.45,2
2026-07-11,MLB,ML,"Arizona Diamondbacks @ Los Angeles Dodgers",home,FADE,0,0,1,LOSS,82.8,5
2026-07-11,MLB,ML,"Boston Red Sox @ New York Mets",home,LEAN,4,1,0,LOSS,67.09,3
2026-07-11,MLB,ML,"Cleveland Guardians @ Miami Marlins",home,FADE,0,0,1,LOSS,54.82,2
2026-07-11,MLB,ML,"Colorado Rockies @ San Francisco Giants",away,FADE,0,0,1,LOSS,57.72,2
2026-07-11,MLB,ML,"Houston Astros @ Texas Rangers",home,PREMIUM,3,1,0,LOSS,76.86,3
2026-07-11,MLB,ML,"Milwaukee Brewers @ Pittsburgh Pirates",away,FADE,0,0,1,LOSS,60.86,5
2026-07-11,MLB,ML,"New York Yankees @ Washington Nationals",home,LOCK,4,1,0,LOSS,82.8,4
2026-07-11,MLB,ML,"Athletics @ Chicago White Sox",home,LEAN,0,0,1,WIN,56.88,2
2026-07-11,MLB,ML,"Philadelphia Phillies @ Detroit Tigers",away,FADE,0,0,1,WIN,63.63,2
2026-07-11,MLB,ML,"Toronto Blue Jays @ San Diego Padres",away,FADE,0,0,1,LOSS,70.71,4
2026-07-11,SOC,ML,"Switzerland @ Argentina",home,ELITE,4,1,0,LOSS,51.66,5
2026-07-12,MLB,ML,"Arizona Diamondbacks @ Los Angeles Dodgers",home,LOCK,0,0,1,LOSS,65.19,4
2026-07-12,MLB,ML,"Atlanta Braves @ St. Louis Cardinals",home,ELITE,3,1,0,LOSS,66.67,1
2026-07-12,MLB,ML,"Cleveland Guardians @ Miami Marlins",away,FADE,0,0,1,WIN,64.16,1
2026-07-12,MLB,ML,"Colorado Rockies @ San Francisco Giants",home,ELITE,3,1,0,WIN,61.59,2
2026-07-12,MLB,ML,"Milwaukee Brewers @ Pittsburgh Pirates",away,PREMIUM,2.5,1,0,LOSS,68.06,3
2026-07-12,MLB,ML,"New York Yankees @ Washington Nationals",home,FADE,0,0,1,LOSS,63.68,4
2026-07-12,MLB,ML,"Philadelphia Phillies @ Detroit Tigers",home,LEAN,0,0,1,LOSS,75.04,4
2026-07-12,MLB,ML,"Seattle Mariners @ Tampa Bay Rays",home,FADE,0,0,1,LOSS,64.16,1
2026-07-12,WNBA,ML,"New York Liberty @ Toronto Tempo",away,PREMIUM,0,0,1,LOSS,65.47,3
2026-07-13,WNBA,ML,"Los Angeles Sparks @ Atlanta Dream",away,FADE,0,0,1,LOSS,64.95,3
2026-06-01,MLB,SPREAD,"Colorado Rockies @ Los Angeles Angels",away,FADE,0,0,1,WIN,75,1
2026-06-01,MLB,SPREAD,"Kansas City Royals @ Cincinnati Reds",home,FADE,0,0,1,LOSS,57.59,2
2026-06-01,MLB,SPREAD,"San Francisco Giants @ Milwaukee Brewers",away,FADE,0,0,1,LOSS,62.35,4
2026-06-02,MLB,SPREAD,"Cleveland Guardians @ New York Yankees",home,FADE,0,0,1,LOSS,67.77,2
2026-06-02,MLB,SPREAD,"Detroit Tigers @ Tampa Bay Rays",away,FADE,0,0,1,WIN,73.14,1
2026-06-02,MLB,SPREAD,"San Francisco Giants @ Milwaukee Brewers",home,FADE,0,0,1,WIN,58.13,2
2026-06-03,MLB,SPREAD,"Detroit Tigers @ Tampa Bay Rays",away,FADE,0,0,1,WIN,75.58,3
2026-06-03,MLB,SPREAD,"Los Angeles Dodgers @ Arizona Diamondbacks",away,LOCK,1,1,0,WIN,59.86,2
2026-06-03,NBA,SPREAD,"Knicks @ Spurs",away,WEAK,0.25,1,0,WIN,78.51,14
2026-06-04,MLB,SPREAD,"Kansas City Royals @ Minnesota Twins",home,FADE,0,0,1,LOSS,63.86,2
2026-06-04,MLB,SPREAD,"Los Angeles Dodgers @ Arizona Diamondbacks",away,ELITE,5,1,0,LOSS,62.95,2
2026-06-04,MLB,SPREAD,"San Diego Padres @ Philadelphia Phillies",away,FADE,0,0,1,LOSS,60.76,3
2026-06-04,MLB,SPREAD,"San Francisco Giants @ Milwaukee Brewers",away,FADE,0,0,1,WIN,62.5,1
2026-06-04,MLB,SPREAD,"Toronto Blue Jays @ Atlanta Braves",away,FADE,0,0,1,WIN,65.43,4
2026-06-05,MLB,SPREAD,"Tampa Bay Rays @ Miami Marlins",away,LEAN,0.5,1,0,WIN,68.75,1
2026-06-05,NBA,SPREAD,"Knicks @ Spurs",home,WEAK,0.25,1,0,LOSS,93.75,9
2026-06-06,MLB,SPREAD,"Los Angeles Angels @ Los Angeles Dodgers",away,FADE,0,0,1,LOSS,53.62,2
2026-06-06,MLB,SPREAD,"Pittsburgh Pirates @ Atlanta Braves",away,FADE,0,0,1,LOSS,63.69,1
2026-06-07,MLB,SPREAD,"Los Angeles Angels @ Los Angeles Dodgers",home,FADE,0,0,1,LOSS,61.87,2
2026-06-07,MLB,SPREAD,"Pittsburgh Pirates @ Atlanta Braves",away,PREMIUM,3,1,0,WIN,59.45,2
2026-06-08,MLB,SPREAD,"Boston Red Sox @ Tampa Bay Rays",home,FADE,0,0,1,WIN,49.3,1
2026-06-08,MLB,SPREAD,"Milwaukee Brewers @ Athletics",away,FADE,0,0,1,LOSS,61.95,2
2026-06-08,MLB,SPREAD,"Philadelphia Phillies @ Toronto Blue Jays",away,FADE,0,0,1,WIN,61.95,2
2026-06-08,NBA,SPREAD,"Spurs @ Knicks",away,ELITE,5,1,0,WIN,79.56,8
2026-06-09,MLB,SPREAD,"Boston Red Sox @ Tampa Bay Rays",home,FADE,0,0,1,LOSS,50,1
2026-06-09,MLB,SPREAD,"Chicago Cubs @ Colorado Rockies",home,PREMIUM,3,1,0,WIN,63.24,1
2026-06-09,MLB,SPREAD,"Houston Astros @ Los Angeles Angels",away,FADE,0,0,1,LOSS,56.85,1
2026-06-09,MLB,SPREAD,"Los Angeles Dodgers @ Pittsburgh Pirates",away,FADE,0,0,1,WIN,64.71,1
2026-06-09,NHL,SPREAD,"Hurricanes @ Golden Knights",away,PREMIUM,1,1,0,WIN,66.14,1
2026-06-10,MLB,SPREAD,"Boston Red Sox @ Tampa Bay Rays",home,FADE,0,0,1,WIN,51.81,1
2026-06-10,MLB,SPREAD,"Los Angeles Dodgers @ Pittsburgh Pirates",home,FADE,0,0,1,WIN,52.22,2
2026-06-10,MLB,SPREAD,"St. Louis Cardinals @ New York Mets",away,FADE,0,0,1,WIN,51.81,1
2026-06-10,MLB,SPREAD,"Washington Nationals @ San Francisco Giants",home,FADE,0,0,1,LOSS,54.44,1
2026-06-10,NBA,SPREAD,"Spurs @ Knicks",home,FADE,0,0,1,LOSS,70.75,5
2026-06-11,MLB,SPREAD,"Atlanta Braves @ Chicago White Sox",away,PREMIUM,2.5,1,0,PUSH,70.46,5
2026-06-11,MLB,SPREAD,"St. Louis Cardinals @ New York Mets",away,FADE,0,0,1,WIN,51.72,1
2026-06-12,MLB,SPREAD,"Atlanta Braves @ New York Mets",away,FADE,0,0,1,LOSS,62.9,3
2026-06-12,MLB,SPREAD,"Houston Astros @ Kansas City Royals",away,FADE,0,0,1,WIN,75.65,1
2026-06-12,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,LOCK,1,1,0,LOSS,63.27,1
2026-06-12,MLB,SPREAD,"Philadelphia Phillies @ Milwaukee Brewers",home,LEAN,0.5,1,0,WIN,60.66,4
2026-06-12,MLB,SPREAD,"St. Louis Cardinals @ Minnesota Twins",away,FADE,0,0,1,WIN,52.13,1
2026-06-12,MLB,SPREAD,"Tampa Bay Rays @ Los Angeles Angels",away,LOCK,1,1,0,LOSS,63.27,1
2026-06-12,MLB,SPREAD,"Texas Rangers @ Boston Red Sox",away,FADE,0,0,1,LOSS,52.13,1
2026-06-13,MLB,SPREAD,"Arizona Diamondbacks @ Cincinnati Reds",away,LOCK,1,1,0,LOSS,62.39,1
2026-06-13,MLB,SPREAD,"Atlanta Braves @ New York Mets",home,FADE,0,0,1,LOSS,66.3,1
2026-06-13,MLB,SPREAD,"Detroit Tigers @ Cleveland Guardians",home,LOCK,1,1,0,WIN,62.39,1
2026-06-13,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,LOCK,1,1,0,WIN,61,2
2026-06-13,MLB,SPREAD,"St. Louis Cardinals @ Minnesota Twins",away,FADE,0,0,1,WIN,54,1
2026-06-13,MLB,SPREAD,"Tampa Bay Rays @ Los Angeles Angels",away,LOCK,1,1,0,LOSS,62.39,1
2026-06-13,MLB,SPREAD,"Texas Rangers @ Boston Red Sox",away,FADE,0,0,1,LOSS,54,1
2026-06-13,NBA,SPREAD,"Knicks @ Spurs",home,FADE,0,0,1,LOSS,75.13,8
2026-06-14,MLB,SPREAD,"Atlanta Braves @ New York Mets",away,FADE,0,0,1,LOSS,62.78,2
2026-06-14,MLB,SPREAD,"Chicago Cubs @ San Francisco Giants",away,ELITE,5,1,0,LOSS,68.78,1
2026-06-14,MLB,SPREAD,"Los Angeles Dodgers @ Chicago White Sox",away,PREMIUM,3,1,0,LOSS,62.77,2
2026-06-14,MLB,SPREAD,"Miami Marlins @ Pittsburgh Pirates",away,LOCK,1,1,0,WIN,66.11,2
2026-06-14,MLB,SPREAD,"New York Yankees @ Toronto Blue Jays",away,FADE,0,0,1,WIN,56.76,1
2026-06-14,MLB,SPREAD,"Texas Rangers @ Boston Red Sox",home,FADE,0,0,1,LOSS,61.62,2
2026-06-15,MLB,SPREAD,"Colorado Rockies @ Chicago Cubs",away,PREMIUM,3,1,0,WIN,56.72,1
2026-06-15,MLB,SPREAD,"Kansas City Royals @ Washington Nationals",home,LOCK,0,0,1,WIN,69.72,3
2026-06-15,MLB,SPREAD,"Miami Marlins @ Philadelphia Phillies",away,WEAK,0,0,1,LOSS,63.55,2
2026-06-15,MLB,SPREAD,"San Diego Padres @ St. Louis Cardinals",away,ELITE,0,0,1,LOSS,54.81,1
2026-06-16,MLB,SPREAD,"Cleveland Guardians @ Milwaukee Brewers",away,PREMIUM,0,0,1,WIN,55.56,1
2026-06-16,MLB,SPREAD,"Chicago White Sox @ New York Yankees",home,LOCK,0,0,1,WIN,55.66,1
2026-06-16,MLB,SPREAD,"Detroit Tigers @ Houston Astros",away,FADE,0,0,1,LOSS,70.25,1
2026-06-16,MLB,SPREAD,"Pittsburgh Pirates @ Athletics",away,FADE,0,0,1,WIN,65.26,1
2026-06-16,MLB,SPREAD,"San Diego Padres @ St. Louis Cardinals",away,LOCK,0,0,1,WIN,55.66,1
2026-06-16,MLB,SPREAD,"Toronto Blue Jays @ Boston Red Sox",away,LOCK,0,0,1,WIN,55.66,1
2026-06-17,MLB,SPREAD,"Chicago White Sox @ New York Yankees",home,FADE,0,0,1,WIN,64.23,2
2026-06-17,MLB,SPREAD,"New York Mets @ Cincinnati Reds",home,PREMIUM,0,0,1,LOSS,53.75,1
2026-06-17,MLB,SPREAD,"San Diego Padres @ St. Louis Cardinals",away,ELITE,0,0,1,WIN,55.96,1
2026-06-17,MLB,SPREAD,"San Francisco Giants @ Atlanta Braves",home,FADE,0,0,1,LOSS,71.52,4
2026-06-17,MLB,SPREAD,"Tampa Bay Rays @ Los Angeles Dodgers",home,WEAK,0,0,1,LOSS,55.12,3
2026-06-17,MLB,SPREAD,"Toronto Blue Jays @ Boston Red Sox",home,LOCK,0,0,1,LOSS,63.13,1
2026-06-18,MLB,SPREAD,"Chicago White Sox @ New York Yankees",home,FADE,0,0,1,LOSS,73.22,4
2026-06-18,MLB,SPREAD,"St. Louis Cardinals @ Kansas City Royals",away,PREMIUM,0,0,1,LOSS,53.2,2
2026-06-18,MLB,SPREAD,"Toronto Blue Jays @ Boston Red Sox",away,FADE,0,0,1,WIN,55.36,1
2026-06-19,MLB,SPREAD,"Boston Red Sox @ Seattle Mariners",away,ELITE,0,0,1,WIN,55.17,1
2026-06-19,MLB,SPREAD,"Cincinnati Reds @ New York Yankees",home,PREMIUM,4,1,0,WIN,55.84,4
2026-06-19,MLB,SPREAD,"Chicago White Sox @ Detroit Tigers",away,LOCK,3,1,0,WIN,53.11,1
2026-06-19,MLB,SPREAD,"Milwaukee Brewers @ Atlanta Braves",away,PREMIUM,0,0,1,LOSS,53.11,1
2026-06-19,MLB,SPREAD,"Minnesota Twins @ Arizona Diamondbacks",home,PREMIUM,0,0,1,WIN,53.11,1
2026-06-19,MLB,SPREAD,"San Diego Padres @ Texas Rangers",home,WEAK,0,0,1,LOSS,64.02,1
2026-06-19,MLB,SPREAD,"St. Louis Cardinals @ Kansas City Royals",away,ELITE,0,0,1,WIN,53.9,2
2026-06-19,MLB,SPREAD,"Washington Nationals @ Tampa Bay Rays",home,WEAK,0,0,1,LOSS,64.02,1
2026-06-20,MLB,SPREAD,"Baltimore Orioles @ Los Angeles Dodgers",away,FADE,0,0,1,WIN,56.37,1
2026-06-20,MLB,SPREAD,"Boston Red Sox @ Seattle Mariners",away,ELITE,0,0,1,WIN,55.46,1
2026-06-20,MLB,SPREAD,"Cincinnati Reds @ New York Yankees",home,LEAN,0,0,1,LOSS,55.91,3
2026-06-21,MLB,SPREAD,"Boston Red Sox @ Seattle Mariners",away,ELITE,0,0,1,LOSS,56.56,1
2026-06-21,MLB,SPREAD,"Milwaukee Brewers @ Atlanta Braves",home,WEAK,0,0,1,LOSS,63.56,3
2026-06-21,MLB,SPREAD,"New York Mets @ Philadelphia Phillies",home,FADE,0,0,1,WIN,60.35,4
2026-06-21,MLB,SPREAD,"St. Louis Cardinals @ Kansas City Royals",away,ELITE,0,0,1,WIN,56.56,1
2026-06-22,MLB,SPREAD,"Arizona Diamondbacks @ St. Louis Cardinals",away,ELITE,0,0,1,WIN,56.56,1
2026-06-22,MLB,SPREAD,"Atlanta Braves @ San Diego Padres",away,FADE,0,0,1,LOSS,70.96,4
2026-06-22,MLB,SPREAD,"Boston Red Sox @ Colorado Rockies",away,ELITE,0,0,1,WIN,56.56,1
2026-06-22,MLB,SPREAD,"Kansas City Royals @ Tampa Bay Rays",away,FADE,0,0,1,WIN,71.38,1
2026-06-22,MLB,SPREAD,"Milwaukee Brewers @ Cincinnati Reds",home,PREMIUM,0,0,1,WIN,66.93,2
2026-06-22,MLB,SPREAD,"New York Yankees @ Detroit Tigers",away,PREMIUM,0,0,1,LOSS,54.4,2
2026-06-23,MLB,SPREAD,"Arizona Diamondbacks @ St. Louis Cardinals",away,ELITE,0,0,1,WIN,56.45,1
2026-06-23,MLB,SPREAD,"Baltimore Orioles @ Los Angeles Angels",away,LEAN,0,0,1,LOSS,51.47,1
2026-06-23,MLB,SPREAD,"Boston Red Sox @ Colorado Rockies",home,LOCK,0,0,1,LOSS,52.41,1
2026-06-23,MLB,SPREAD,"Milwaukee Brewers @ Cincinnati Reds",away,ELITE,0,0,1,WIN,52.41,1
2026-06-23,MLB,SPREAD,"New York Yankees @ Detroit Tigers",away,ELITE,0,0,1,LOSS,53.96,2
2026-06-23,MLB,SPREAD,"Philadelphia Phillies @ Washington Nationals",away,WEAK,0,0,1,WIN,58.58,3
2026-06-23,MLB,SPREAD,"Texas Rangers @ Miami Marlins",home,LEAN,0,0,1,WIN,51.47,1
2026-06-24,MLB,SPREAD,"Arizona Diamondbacks @ St. Louis Cardinals",away,ELITE,0,0,1,WIN,56.35,1
2026-06-24,MLB,SPREAD,"Atlanta Braves @ San Diego Padres",away,LOCK,0,0,1,LOSS,60.86,3
2026-06-24,MLB,SPREAD,"Boston Red Sox @ Colorado Rockies",away,ELITE,0,0,1,LOSS,53.52,2
2026-06-24,MLB,SPREAD,"Los Angeles Dodgers @ Minnesota Twins",home,LOCK,0,0,1,WIN,50.68,1
2026-06-24,MLB,SPREAD,"New York Yankees @ Detroit Tigers",away,FADE,0,0,1,WIN,62.85,2
2026-06-24,MLB,SPREAD,"Athletics @ San Francisco Giants",away,LOCK,0,0,1,LOSS,51.2,2
2026-06-25,MLB,SPREAD,"Houston Astros @ Detroit Tigers",away,FADE,0,0,1,WIN,65.49,1
2026-06-25,MLB,SPREAD,"New York Yankees @ Boston Red Sox",away,ELITE,4,1,0,LOSS,61.97,3
2026-06-25,MLB,SPREAD,"Athletics @ San Francisco Giants",away,FADE,0,0,1,WIN,50.21,1
2026-06-25,MLB,SPREAD,"Philadelphia Phillies @ Washington Nationals",away,PREMIUM,0,0,1,WIN,59.85,3
2026-06-26,MLB,SPREAD,"Chicago Cubs @ Milwaukee Brewers",home,WEAK,0,0,1,WIN,58.58,2
2026-06-26,MLB,SPREAD,"Los Angeles Dodgers @ San Diego Padres",home,WEAK,0,0,1,WIN,77.09,1
2026-06-26,MLB,SPREAD,"Miami Marlins @ St. Louis Cardinals",away,PREMIUM,0,0,1,WIN,60.08,2
2026-06-26,MLB,SPREAD,"Philadelphia Phillies @ New York Mets",away,PREMIUM,2.5,1,0,LOSS,59.15,3
2026-06-27,MLB,SPREAD,"Chicago Cubs @ Milwaukee Brewers",away,FADE,0,0,1,WIN,63.37,2
2026-06-27,MLB,SPREAD,"Miami Marlins @ St. Louis Cardinals",away,PREMIUM,4,1,0,WIN,59.33,2
2026-06-27,MLB,SPREAD,"Philadelphia Phillies @ New York Mets",home,PREMIUM,0,0,1,WIN,65.62,2
2026-06-27,MLB,SPREAD,"Texas Rangers @ Toronto Blue Jays",home,PREMIUM,0,0,1,LOSS,49.2,1
2026-06-28,MLB,SPREAD,"Atlanta Braves @ San Francisco Giants",home,LEAN,0,0,1,WIN,50.55,1
2026-06-28,MLB,SPREAD,"Cincinnati Reds @ Pittsburgh Pirates",away,PREMIUM,0,0,1,LOSS,66.52,1
2026-06-28,MLB,SPREAD,"Houston Astros @ Detroit Tigers",home,PREMIUM,0,0,1,LOSS,66.52,1
2026-06-28,MLB,SPREAD,"Los Angeles Dodgers @ San Diego Padres",home,LEAN,3,1,0,LOSS,50.55,1
2026-06-28,MLB,SPREAD,"Miami Marlins @ St. Louis Cardinals",away,LOCK,4,1,0,WIN,58.67,2
2026-06-28,MLB,SPREAD,"Philadelphia Phillies @ New York Mets",away,PREMIUM,0,0,1,LOSS,66.52,1
2026-06-28,MLB,SPREAD,"Washington Nationals @ Baltimore Orioles",away,LEAN,0,0,1,WIN,50.55,1
2026-06-29,MLB,SPREAD,"Cincinnati Reds @ Milwaukee Brewers",home,WEAK,0,0,1,WIN,63.78,1
2026-06-29,MLB,SPREAD,"Detroit Tigers @ New York Yankees",away,WEAK,0,0,1,WIN,63.14,2
2026-06-29,MLB,SPREAD,"Los Angeles Angels @ Seattle Mariners",away,LEAN,0,0,1,LOSS,53.57,1
2026-06-29,MLB,SPREAD,"New York Mets @ Toronto Blue Jays",home,WEAK,0,0,1,LOSS,63.14,2
2026-06-30,MLB,SPREAD,"Cincinnati Reds @ Milwaukee Brewers",home,LEAN,0,0,1,WIN,50.54,1
2026-06-30,MLB,SPREAD,"Chicago White Sox @ Baltimore Orioles",home,WEAK,0,0,1,LOSS,68.1,2
2026-06-30,MLB,SPREAD,"Los Angeles Dodgers @ Athletics",away,LEAN,0,0,1,WIN,50.54,1
2026-06-30,MLB,SPREAD,"Pittsburgh Pirates @ Philadelphia Phillies",away,WEAK,0,0,1,LOSS,66.17,4
2026-06-30,MLB,SPREAD,"San Diego Padres @ Chicago Cubs",home,LOCK,0,0,1,WIN,64.49,1
2026-06-30,MLB,SPREAD,"St. Louis Cardinals @ Atlanta Braves",away,PREMIUM,4,1,0,WIN,66.17,4
2026-06-30,MLB,SPREAD,"Tampa Bay Rays @ Kansas City Royals",home,WEAK,0,0,1,LOSS,54.55,1
2026-07-01,MLB,SPREAD,"Cincinnati Reds @ Milwaukee Brewers",home,FADE,0,0,1,WIN,51.06,1
2026-07-01,MLB,SPREAD,"Los Angeles Dodgers @ Athletics",away,WEAK,3,1,0,LOSS,51.06,1
2026-07-01,MLB,SPREAD,"Miami Marlins @ Colorado Rockies",home,LEAN,0,0,1,WIN,100,1
2026-07-01,MLB,SPREAD,"Pittsburgh Pirates @ Philadelphia Phillies",away,ELITE,5,1,0,LOSS,67.89,2
2026-07-01,MLB,SPREAD,"St. Louis Cardinals @ Atlanta Braves",away,FADE,0,0,1,LOSS,66.65,3
2026-07-01,MLB,SPREAD,"Tampa Bay Rays @ Kansas City Royals",home,LEAN,0,0,1,LOSS,49.1,1
2026-07-02,MLB,SPREAD,"Cincinnati Reds @ Milwaukee Brewers",away,LOCK,4,1,0,WIN,68.45,2
2026-07-02,MLB,SPREAD,"Chicago White Sox @ Cleveland Guardians",away,PREMIUM,0,0,1,LOSS,71.11,1
2026-07-02,MLB,SPREAD,"Los Angeles Angels @ Seattle Mariners",home,LOCK,0,0,1,LOSS,71.11,1
2026-07-02,MLB,SPREAD,"Miami Marlins @ Colorado Rockies",away,LOCK,0,0,1,LOSS,63.56,5
2026-07-02,MLB,SPREAD,"San Diego Padres @ Los Angeles Dodgers",away,LOCK,0,0,1,LOSS,56,1
2026-07-02,MLB,SPREAD,"St. Louis Cardinals @ Atlanta Braves",home,WEAK,0,0,1,LOSS,69.56,4
2026-07-03,MLB,SPREAD,"Boston Red Sox @ Los Angeles Angels",away,FADE,0,0,1,WIN,71.82,1
2026-07-03,MLB,SPREAD,"Milwaukee Brewers @ Arizona Diamondbacks",away,ELITE,0,0,1,WIN,50.34,1
2026-07-03,MLB,SPREAD,"Minnesota Twins @ New York Yankees",away,WEAK,3,1,0,LOSS,61.75,2
2026-07-03,MLB,SPREAD,"New York Mets @ Atlanta Braves",home,FADE,0,0,1,WIN,62.98,2
2026-07-03,MLB,SPREAD,"St. Louis Cardinals @ Chicago Cubs",away,LEAN,0,0,1,WIN,55.4,1
2026-07-04,MLB,SPREAD,"Baltimore Orioles @ Cincinnati Reds",away,ELITE,4,1,0,WIN,68.05,3
2026-07-04,MLB,SPREAD,"Boston Red Sox @ Los Angeles Angels",away,LOCK,0,0,1,WIN,61.1,2
2026-07-04,MLB,SPREAD,"New York Mets @ Atlanta Braves",away,PREMIUM,4,1,0,LOSS,68.05,5
2026-07-04,MLB,SPREAD,"St. Louis Cardinals @ Chicago Cubs",away,LOCK,0,0,1,WIN,60.71,2
2026-07-05,MLB,SPREAD,"San Diego Padres @ Los Angeles Dodgers",away,ELITE,6,1,0,WIN,73.37,6
2026-07-05,MLB,SPREAD,"St. Louis Cardinals @ Chicago Cubs",away,ELITE,0,0,1,LOSS,60.76,2
2026-07-06,MLB,SPREAD,"Milwaukee Brewers @ St. Louis Cardinals",away,ELITE,0,0,1,LOSS,54.93,1
2026-07-06,MLB,SPREAD,"New York Mets @ Atlanta Braves",home,LOCK,0,0,1,LOSS,62.25,2
2026-07-06,MLB,SPREAD,"Philadelphia Phillies @ Kansas City Royals",away,FADE,0,0,1,LOSS,52.1,1
2026-07-07,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,3,1,0,LOSS,68.2,4
2026-07-07,MLB,SPREAD,"Cleveland Guardians @ Minnesota Twins",away,FADE,0,0,1,LOSS,67.62,1
2026-07-07,MLB,SPREAD,"Colorado Rockies @ Los Angeles Dodgers",away,LOCK,2.5,1,0,WIN,78.74,6
2026-07-07,MLB,SPREAD,"Milwaukee Brewers @ St. Louis Cardinals",away,FADE,0,0,1,WIN,67.44,3
2026-07-07,MLB,SPREAD,"Philadelphia Phillies @ Cincinnati Reds",away,LOCK,0,0,1,WIN,65.49,1
2026-07-08,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,1.5,1,0,WIN,67.01,4
2026-07-08,MLB,SPREAD,"Colorado Rockies @ Los Angeles Dodgers",away,LOCK,2.5,1,0,WIN,79.23,5
2026-07-08,MLB,SPREAD,"Milwaukee Brewers @ St. Louis Cardinals",away,ELITE,0,0,1,LOSS,59.55,3
2026-07-08,MLB,SPREAD,"Athletics @ Detroit Tigers",home,WEAK,2.5,1,0,WIN,65.63,2
2026-07-09,MLB,SPREAD,"Atlanta Braves @ Pittsburgh Pirates",away,LEAN,2.5,1,0,WIN,66.14,3
2026-07-09,MLB,SPREAD,"Milwaukee Brewers @ St. Louis Cardinals",away,PREMIUM,0,0,1,WIN,68.9,3
2026-07-09,MLB,SPREAD,"Philadelphia Phillies @ Cincinnati Reds",away,LEAN,4,1,0,LOSS,60.99,2
2026-07-10,MLB,SPREAD,"Arizona Diamondbacks @ Los Angeles Dodgers",away,FADE,0,0,1,WIN,83.5,4
2026-07-10,MLB,SPREAD,"Atlanta Braves @ St. Louis Cardinals",home,PREMIUM,4,1,0,WIN,59.09,1
2026-07-10,MLB,SPREAD,"Cleveland Guardians @ Miami Marlins",home,ELITE,0,0,1,LOSS,73.53,1
2026-07-10,MLB,SPREAD,"Athletics @ Chicago White Sox",away,PREMIUM,5,1,0,LOSS,66.31,2
2026-07-10,MLB,SPREAD,"Seattle Mariners @ Tampa Bay Rays",home,LOCK,0,0,1,WIN,64.83,1
2026-07-11,MLB,SPREAD,"Atlanta Braves @ St. Louis Cardinals",away,LEAN,0,0,1,LOSS,66.28,3
2026-07-12,MLB,SPREAD,"Arizona Diamondbacks @ Los Angeles Dodgers",home,PREMIUM,0,0,1,LOSS,64.58,3
2026-07-12,MLB,SPREAD,"Atlanta Braves @ St. Louis Cardinals",home,LEAN,1,1,0,LOSS,66.67,1
2026-07-12,MLB,SPREAD,"Athletics @ Chicago White Sox",home,FADE,0,0,1,WIN,65.48,2
2026-07-12,MLB,SPREAD,"Seattle Mariners @ Tampa Bay Rays",home,PREMIUM,0,0,1,LOSS,66.67,1
2026-07-12,WNBA,SPREAD,"Chicago Sky @ Dallas Wings",away,PREMIUM,0,0,1,WIN,63.71,1
2026-07-12,WNBA,SPREAD,"New York Liberty @ Toronto Tempo",away,PREMIUM,0,0,1,LOSS,63.71,1
2026-07-13,WNBA,SPREAD,"Los Angeles Sparks @ Atlanta Dream",away,FADE,0,0,1,PUSH,64.95,2
2026-06-01,MLB,TOTAL,"Detroit Tigers @ Tampa Bay Rays",over,FADE,0,0,1,WIN,57.61,1
2026-06-01,MLB,TOTAL,"Kansas City Royals @ Cincinnati Reds",under,LOCK,1,1,0,LOSS,71.71,6
2026-06-01,MLB,TOTAL,"San Francisco Giants @ Milwaukee Brewers",under,ELITE,5,1,0,LOSS,62.51,2
2026-06-01,MLB,TOTAL,"Texas Rangers @ St. Louis Cardinals",under,PREMIUM,3,1,0,WIN,73.62,4
2026-06-02,MLB,TOTAL,"Cleveland Guardians @ New York Yankees",under,LOCK,1,1,0,LOSS,69.19,2
