date,sport,mkt,matchup,side,agsTier,units,staked,tracked,outcome,top2Pct,nFor
2026-06-20,MLB,ML,"Cleveland Guardians @ Houston Astros",home,FADE,0,0,1,LOSS,57.97,1
2026-06-20,MLB,ML,"Chicago White Sox @ Detroit Tigers",away,PREMIUM,0,0,1,LOSS,62.65,4
2026-06-20,MLB,ML,"Los Angeles Angels @ Athletics",away,FADE,0,0,1,WIN,52.43,1
2026-06-20,MLB,ML,"Minnesota Twins @ Arizona Diamondbacks",away,LEAN,0,0,1,WIN,70.33,4
2026-06-20,MLB,ML,"New York Mets @ Philadelphia Phillies",home,LOCK,4,1,0,WIN,78.44,4
2026-06-20,MLB,ML,"Pittsburgh Pirates @ Colorado Rockies",away,FADE,0,0,1,LOSS,68,1
2026-06-20,MLB,ML,"San Diego Padres @ Texas Rangers",home,FADE,0,0,1,LOSS,68.44,2
2026-06-20,MLB,ML,"San Francisco Giants @ Miami Marlins",home,ELITE,3,1,0,WIN,52.43,1
2026-06-20,MLB,ML,"Toronto Blue Jays @ Chicago Cubs",home,FADE,0,0,1,LOSS,69.6,2
2026-06-20,SOC,ML,"Côte d'Ivoire @ Germany",away,WEAK,0,0,1,LOSS,64.88,3
2026-06-20,SOC,ML,"Curaçao @ Ecuador",away,WEAK,0,0,1,LOSS,77.97,8
2026-06-21,MLB,ML,"Baltimore Orioles @ Los Angeles Dodgers",home,LOCK,3,1,0,LOSS,64.62,3
2026-06-21,MLB,ML,"Boston Red Sox @ Seattle Mariners",home,FADE,0,0,1,WIN,73.98,3
2026-06-21,MLB,ML,"Cincinnati Reds @ New York Yankees",home,LOCK,0,0,1,LOSS,75.72,4
2026-06-21,MLB,ML,"Cleveland Guardians @ Houston Astros",away,ELITE,0,0,1,LOSS,71.62,1
2026-06-21,MLB,ML,"Chicago White Sox @ Detroit Tigers",away,FADE,0,0,1,LOSS,69.81,1
2026-06-21,MLB,ML,"Milwaukee Brewers @ Atlanta Braves",away,WEAK,0,0,1,WIN,58.42,1
2026-06-21,MLB,ML,"New York Mets @ Philadelphia Phillies",home,PREMIUM,3,1,0,WIN,70.72,4
2026-06-21,MLB,ML,"Pittsburgh Pirates @ Colorado Rockies",home,LEAN,0,0,1,LOSS,69.05,3
2026-06-21,MLB,ML,"San Francisco Giants @ Miami Marlins",home,LEAN,0,0,1,WIN,58.42,1
2026-06-21,MLB,ML,"Washington Nationals @ Tampa Bay Rays",home,FADE,0,0,1,WIN,51.81,1
2026-06-21,SOC,ML,"Cabo Verde @ Uruguay",home,FADE,0,0,1,LOSS,73.4,6
2026-06-21,SOC,ML,"IR Iran @ Belgium",away,PREMIUM,0,0,1,LOSS,76.35,5
2026-06-21,SOC,ML,"Japan @ Tunisia",home,FADE,0,0,1,LOSS,63.68,2
2026-06-21,SOC,ML,"Saudi Arabia @ Spain",draw,LEAN,0,0,1,LOSS,57.38,3
2026-06-22,MLB,ML,"Arizona Diamondbacks @ St. Louis Cardinals",home,PREMIUM,0,0,1,WIN,52.24,1
2026-06-22,MLB,ML,"Atlanta Braves @ San Diego Padres",home,FADE,0,0,1,WIN,74.09,2
2026-06-22,MLB,ML,"Baltimore Orioles @ Los Angeles Angels",away,FADE,0,0,1,WIN,68.57,1
2026-06-22,MLB,ML,"Cleveland Guardians @ Chicago White Sox",away,FADE,0,0,1,LOSS,71.38,1
2026-06-22,MLB,ML,"Houston Astros @ Toronto Blue Jays",home,ELITE,3,1,0,WIN,68.57,1
2026-06-22,MLB,ML,"Kansas City Royals @ Tampa Bay Rays",home,LEAN,0,0,1,LOSS,51.04,2
2026-06-22,MLB,ML,"Los Angeles Dodgers @ Minnesota Twins",home,ELITE,0,0,1,LOSS,70.13,1
2026-06-22,MLB,ML,"Milwaukee Brewers @ Cincinnati Reds",home,ELITE,0,0,1,LOSS,70.13,1
2026-06-22,MLB,ML,"Philadelphia Phillies @ Washington Nationals",away,ELITE,0,0,1,LOSS,68.33,2
2026-06-22,SOC,ML,"Algeria @ Jordan",away,FADE,0,0,1,WIN,61.21,1
2026-06-22,SOC,ML,"Austria @ Argentina",draw,PREMIUM,0,0,1,LOSS,56.56,1
2026-06-22,SOC,ML,"Iraq @ France",home,WEAK,0,0,1,WIN,73.66,9
2026-06-22,SOC,ML,"Senegal @ Norway",home,PREMIUM,0,0,1,WIN,83.13,12
2026-06-23,MLB,ML,"Arizona Diamondbacks @ St. Louis Cardinals",home,LEAN,0,0,1,LOSS,54.92,2
2026-06-23,MLB,ML,"Atlanta Braves @ San Diego Padres",away,PREMIUM,3,1,0,LOSS,74.47,6
2026-06-23,MLB,ML,"Baltimore Orioles @ Los Angeles Angels",away,PREMIUM,3,1,0,LOSS,69.65,4
2026-06-23,MLB,ML,"Boston Red Sox @ Colorado Rockies",away,LEAN,0,0,1,WIN,60.92,2
2026-06-23,MLB,ML,"Chicago Cubs @ New York Mets",away,FADE,0,0,1,WIN,70.46,1
2026-06-23,MLB,ML,"Cleveland Guardians @ Chicago White Sox",away,FADE,0,0,1,LOSS,70.07,1
2026-06-23,MLB,ML,"Houston Astros @ Toronto Blue Jays",home,WEAK,0,0,1,LOSS,69.9,4
2026-06-23,MLB,ML,"Kansas City Royals @ Tampa Bay Rays",home,FADE,0,0,1,LOSS,64.41,2
2026-06-23,MLB,ML,"Los Angeles Dodgers @ Minnesota Twins",away,PREMIUM,0,0,1,WIN,63.18,3
2026-06-23,MLB,ML,"New York Yankees @ Detroit Tigers",home,ELITE,0,0,1,LOSS,68.96,2
2026-06-23,MLB,ML,"Athletics @ San Francisco Giants",away,LOCK,0,0,1,LOSS,64.41,2
2026-06-23,MLB,ML,"Philadelphia Phillies @ Washington Nationals",home,FADE,0,0,1,LOSS,70.63,3
2026-06-23,MLB,ML,"Seattle Mariners @ Pittsburgh Pirates",home,FADE,0,0,1,LOSS,70.42,2
2026-06-23,MLB,ML,"Texas Rangers @ Miami Marlins",home,PREMIUM,0,0,1,WIN,49.51,3
2026-06-23,SOC,ML,"Ghana @ England",home,WEAK,0,0,1,LOSS,73.01,8
2026-06-23,SOC,ML,"Uzbekistan @ Portugal",away,PREMIUM,0,0,1,LOSS,69.18,5
2026-06-24,MLB,ML,"Atlanta Braves @ San Diego Padres",away,PREMIUM,3,1,0,LOSS,73.79,8
2026-06-24,MLB,ML,"Baltimore Orioles @ Los Angeles Angels",away,LEAN,0,0,1,LOSS,64.03,4
2026-06-24,MLB,ML,"Boston Red Sox @ Colorado Rockies",home,PREMIUM,4,1,0,WIN,65.07,2
2026-06-24,MLB,ML,"Chicago Cubs @ New York Mets",away,PREMIUM,0,0,1,WIN,73.47,5
2026-06-24,MLB,ML,"Houston Astros @ Toronto Blue Jays",home,PREMIUM,0,0,1,LOSS,69.68,3
2026-06-24,MLB,ML,"Kansas City Royals @ Tampa Bay Rays",away,LEAN,0,0,1,LOSS,58.71,1
2026-06-24,MLB,ML,"New York Yankees @ Detroit Tigers",away,PREMIUM,0,0,1,WIN,69.56,2
2026-06-24,MLB,ML,"Athletics @ San Francisco Giants",home,WEAK,0,0,1,WIN,75.1,4
2026-06-24,MLB,ML,"Philadelphia Phillies @ Washington Nationals",home,PREMIUM,0,0,1,LOSS,58.31,2
2026-06-24,SOC,ML,"Canada @ Switzerland",home,LOCK,0,0,1,WIN,82.42,7
2026-06-24,SOC,ML,"Haiti @ Morocco",home,PREMIUM,4,1,0,WIN,72.5,8
2026-06-24,SOC,ML,"Mexico @ Czechia",away,PREMIUM,0,0,1,WIN,76.44,7
2026-06-24,SOC,ML,"Qatar @ Bosnia-Herzegovina",home,WEAK,0,0,1,WIN,72.97,4
2026-06-25,MLB,ML,"Houston Astros @ Detroit Tigers",away,FADE,0,0,1,WIN,69.99,3
2026-06-25,MLB,ML,"Kansas City Royals @ Tampa Bay Rays",away,FADE,0,0,1,LOSS,58.23,1
2026-06-25,MLB,ML,"New York Yankees @ Boston Red Sox",away,WEAK,0,0,1,LOSS,68.71,5
2026-06-25,MLB,ML,"Athletics @ San Francisco Giants",home,PREMIUM,0,0,1,LOSS,61.87,3
2026-06-25,MLB,ML,"Texas Rangers @ Toronto Blue Jays",home,FADE,0,0,1,LOSS,68.71,2
2026-06-25,SOC,ML,"Australia @ Paraguay",home,PREMIUM,0,0,1,LOSS,60.21,3
2026-06-25,SOC,ML,"Côte d'Ivoire @ Curaçao",away,WEAK,0,0,1,WIN,69.02,5
2026-06-25,SOC,ML,"Germany @ Ecuador",away,LOCK,1,1,0,LOSS,86.75,21
2026-06-25,SOC,ML,"Netherlands @ Tunisia",away,ELITE,4,1,0,WIN,71.47,9
2026-06-25,SOC,ML,"Sweden @ Japan",home,FADE,0,0,1,LOSS,76.5,14
2026-06-25,SOC,ML,"United States @ Türkiye",away,WEAK,4,1,0,LOSS,83.73,10
2026-06-26,MLB,ML,"Atlanta Braves @ San Francisco Giants",away,PREMIUM,4,1,0,WIN,53.83,2
2026-06-26,MLB,ML,"Chicago Cubs @ Milwaukee Brewers",home,FADE,0,0,1,WIN,67.15,1
2026-06-26,MLB,ML,"Colorado Rockies @ Minnesota Twins",home,FADE,0,0,1,WIN,69.23,1
2026-06-26,MLB,ML,"Houston Astros @ Detroit Tigers",away,ELITE,0,0,1,LOSS,64.3,2
2026-06-26,MLB,ML,"Kansas City Royals @ Chicago White Sox",home,FADE,0,0,1,WIN,71.15,1
2026-06-26,MLB,ML,"Los Angeles Dodgers @ San Diego Padres",away,FADE,0,0,1,LOSS,67.75,2
2026-06-26,MLB,ML,"New York Yankees @ Boston Red Sox",home,LOCK,0,0,1,WIN,72.62,1
2026-06-26,MLB,ML,"Athletics @ Los Angeles Angels",home,FADE,0,0,1,LOSS,100,1
2026-06-26,MLB,ML,"Philadelphia Phillies @ New York Mets",away,WEAK,0,0,1,WIN,50,1
2026-06-26,MLB,ML,"Texas Rangers @ Toronto Blue Jays",away,LOCK,0,0,1,WIN,70.5,2
2026-06-26,MLB,ML,"Washington Nationals @ Baltimore Orioles",away,LEAN,0,0,1,LOSS,61.37,2
2026-06-26,SOC,ML,"Belgium @ New Zealand",away,ELITE,4,1,0,WIN,68.19,3
2026-06-26,SOC,ML,"Spain @ Uruguay",away,LEAN,6,1,0,WIN,75.56,15
2026-06-26,SOC,ML,"France @ Norway",away,WEAK,4,1,0,WIN,70.98,12
2026-06-26,SOC,ML,"IR Iran @ Egypt",home,LEAN,1.5,1,0,LOSS,82.56,4
2026-06-26,SOC,ML,"Iraq @ Senegal",home,WEAK,0,0,1,WIN,68.19,3
2026-06-26,SOC,ML,"Saudi Arabia @ Cabo Verde",home,WEAK,1.5,1,0,LOSS,68.27,8
2026-06-27,MLB,ML,"Arizona Diamondbacks @ Tampa Bay Rays",away,ELITE,0,0,1,LOSS,70.37,1
2026-06-27,MLB,ML,"Atlanta Braves @ San Francisco Giants",away,LOCK,0,0,1,LOSS,65.98,3
2026-06-27,MLB,ML,"Chicago Cubs @ Milwaukee Brewers",home,WEAK,3,1,0,LOSS,57.79,2
2026-06-27,MLB,ML,"Cincinnati Reds @ Pittsburgh Pirates",away,WEAK,4,1,0,WIN,58.79,2
2026-06-27,MLB,ML,"Colorado Rockies @ Minnesota Twins",home,PREMIUM,0,0,1,LOSS,85.03,2
2026-06-27,MLB,ML,"Houston Astros @ Detroit Tigers",away,FADE,0,0,1,WIN,61.18,3
2026-06-27,MLB,ML,"Kansas City Royals @ Chicago White Sox",away,ELITE,1,1,0,LOSS,85.03,4
2026-06-27,MLB,ML,"Miami Marlins @ St. Louis Cardinals",home,PREMIUM,0,0,1,LOSS,100,1
2026-06-27,MLB,ML,"New York Yankees @ Boston Red Sox",home,FADE,0,0,1,WIN,71.5,3
2026-06-27,MLB,ML,"Athletics @ Los Angeles Angels",away,LOCK,4,1,0,LOSS,56.97,1
2026-06-27,MLB,ML,"Philadelphia Phillies @ New York Mets",home,LOCK,4,1,0,WIN,85.03,5
2026-06-27,MLB,ML,"Seattle Mariners @ Cleveland Guardians",away,PREMIUM,0,0,1,LOSS,100,1
2026-06-27,MLB,ML,"Texas Rangers @ Toronto Blue Jays",home,PREMIUM,4,1,0,LOSS,67.88,3
2026-06-27,SOC,ML,"Argentina @ Jordan",away,ELITE,4,1,0,WIN,69.6,3
2026-06-27,SOC,ML,"Austria @ Algeria",draw,WEAK,0,0,1,WIN,58.21,3
2026-06-27,SOC,ML,"England @ Panama",away,ELITE,5,1,0,WIN,63.94,5
2026-06-27,SOC,ML,"Ghana @ Croatia",home,WEAK,3,1,0,WIN,70.6,11
2026-06-27,SOC,ML,"Uzbekistan @ DR Congo",home,LEAN,5,1,0,WIN,68.73,4
2026-06-28,MLB,ML,"Atlanta Braves @ San Francisco Giants",away,PREMIUM,0,0,1,LOSS,68.77,5
2026-06-28,MLB,ML,"Colorado Rockies @ Minnesota Twins",away,FADE,0,0,1,LOSS,68.32,2
2026-06-28,MLB,ML,"Houston Astros @ Detroit Tigers",home,WEAK,0,0,1,LOSS,69.42,3
2026-06-28,MLB,ML,"Los Angeles Dodgers @ San Diego Padres",home,PREMIUM,0,0,1,LOSS,66.52,1
2026-06-28,MLB,ML,"Miami Marlins @ St. Louis Cardinals",away,LEAN,0,0,1,LOSS,50.55,1
2026-06-28,MLB,ML,"New York Yankees @ Boston Red Sox",away,PREMIUM,0,0,1,LOSS,65.43,5
2026-06-28,MLB,ML,"Athletics @ Los Angeles Angels",away,PREMIUM,5,1,0,LOSS,66.1,4
2026-06-28,MLB,ML,"Philadelphia Phillies @ New York Mets",away,PREMIUM,0,0,1,WIN,61.19,2
2026-06-28,MLB,ML,"Seattle Mariners @ Cleveland Guardians",away,LEAN,0,0,1,LOSS,55.27,2
2026-06-28,MLB,ML,"Texas Rangers @ Toronto Blue Jays",away,LOCK,4,1,0,WIN,66.97,3
2026-06-28,SOC,ML,"Canada @ South Africa",away,ELITE,1,1,0,WIN,79.1,20
2026-06-29,MLB,ML,"Cincinnati Reds @ Milwaukee Brewers",home,WEAK,0,0,1,WIN,65.82,6
2026-06-29,MLB,ML,"Los Angeles Angels @ Seattle Mariners",away,LEAN,0,0,1,LOSS,53.57,1
2026-06-29,MLB,ML,"Los Angeles Dodgers @ Athletics",away,WEAK,0,0,1,WIN,48.13,1
2026-06-29,MLB,ML,"Miami Marlins @ Colorado Rockies",home,WEAK,0,0,1,LOSS,63.78,1
2026-06-29,MLB,ML,"Minnesota Twins @ Houston Astros",away,FADE,0,0,1,WIN,67.56,4
2026-06-29,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",away,LOCK,0,0,1,WIN,75.19,7
2026-06-29,MLB,ML,"San Diego Padres @ Chicago Cubs",home,WEAK,0,0,1,WIN,67.56,2
2026-06-29,MLB,ML,"San Francisco Giants @ Arizona Diamondbacks",home,WEAK,4,1,0,WIN,56.5,2
2026-06-29,MLB,ML,"Washington Nationals @ Boston Red Sox",away,PREMIUM,0,0,1,LOSS,57.72,2
2026-06-29,SOC,ML,"Japan @ Brazil",home,WEAK,4,1,0,WIN,69.37,16
2026-06-29,SOC,ML,"Paraguay @ Germany",home,LEAN,5,1,0,LOSS,73.06,8
2026-06-30,MLB,ML,"Chicago White Sox @ Baltimore Orioles",away,PREMIUM,4,1,0,WIN,60.05,3
2026-06-30,MLB,ML,"Detroit Tigers @ New York Yankees",home,WEAK,0,0,1,LOSS,72.81,4
2026-06-30,MLB,ML,"Los Angeles Angels @ Seattle Mariners",away,PREMIUM,1.5,1,0,LOSS,72.39,6
2026-06-30,MLB,ML,"Los Angeles Dodgers @ Athletics",away,LEAN,0,0,1,WIN,52.29,2
2026-06-30,MLB,ML,"Miami Marlins @ Colorado Rockies",away,LEAN,4,1,0,WIN,83.93,6
2026-06-30,MLB,ML,"Minnesota Twins @ Houston Astros",away,LOCK,3,1,0,LOSS,40.27,2
2026-06-30,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",home,LEAN,0,0,1,WIN,69.46,3
2026-06-30,MLB,ML,"San Diego Padres @ Chicago Cubs",away,ELITE,0,0,1,LOSS,64.23,1
2026-06-30,MLB,ML,"San Francisco Giants @ Arizona Diamondbacks",away,PREMIUM,0,0,1,LOSS,58.29,2
2026-06-30,MLB,ML,"St. Louis Cardinals @ Atlanta Braves",home,PREMIUM,0,0,1,LOSS,89.06,3
2026-06-30,MLB,ML,"Tampa Bay Rays @ Kansas City Royals",away,WEAK,3,1,0,WIN,88.77,6
2026-06-30,MLB,ML,"Texas Rangers @ Cleveland Guardians",home,PREMIUM,4,1,0,LOSS,65.87,2
2026-06-30,MLB,ML,"Washington Nationals @ Boston Red Sox",away,PREMIUM,2.5,1,0,WIN,88.77,9
2026-06-30,SOC,ML,"Ecuador @ Mexico",home,LEAN,2.5,1,0,WIN,67.15,5
2026-06-30,SOC,ML,"Norway @ Côte d'Ivoire",away,WEAK,4,1,0,WIN,87.34,13
2026-06-30,SOC,ML,"Sweden @ France",home,ELITE,1,1,0,WIN,70.04,11
2026-07-01,MLB,ML,"Cincinnati Reds @ Milwaukee Brewers",home,PREMIUM,6,1,0,WIN,88.68,8
2026-07-01,MLB,ML,"Chicago White Sox @ Baltimore Orioles",away,LOCK,0,0,1,LOSS,69.03,5
2026-07-01,MLB,ML,"Detroit Tigers @ New York Yankees",home,ELITE,5,1,0,LOSS,72.74,5
2026-07-01,MLB,ML,"Los Angeles Dodgers @ Athletics",home,FADE,0,0,1,WIN,70.49,1
2026-07-01,MLB,ML,"Miami Marlins @ Colorado Rockies",away,FADE,0,0,1,LOSS,85.25,6
2026-07-01,MLB,ML,"Minnesota Twins @ Houston Astros",away,LOCK,4,1,0,WIN,69.09,6
2026-07-01,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",away,WEAK,2.5,1,0,LOSS,73.93,6
2026-07-01,MLB,ML,"San Francisco Giants @ Arizona Diamondbacks",home,FADE,0,0,1,LOSS,68.55,3
2026-07-01,MLB,ML,"St. Louis Cardinals @ Atlanta Braves",home,ELITE,0,0,1,WIN,88.89,7
2026-07-01,MLB,ML,"Tampa Bay Rays @ Kansas City Royals",away,FADE,0,0,1,WIN,85.25,4
2026-07-01,MLB,ML,"Texas Rangers @ Cleveland Guardians",away,WEAK,2.5,1,0,LOSS,69.03,7
2026-07-01,MLB,ML,"Washington Nationals @ Boston Red Sox",away,PREMIUM,0,0,1,WIN,85.25,5
2026-07-01,SOC,ML,"Bosnia and Herzegovina @ United States",home,FADE,0,0,1,WIN,66.44,6
2026-07-01,SOC,ML,"DR Congo @ England",home,FADE,0,0,1,WIN,48.41,4
2026-07-01,SOC,ML,"Senegal @ Belgium",draw,LEAN,1,1,0,WIN,68.52,4
2026-07-02,MLB,ML,"Cincinnati Reds @ Milwaukee Brewers",home,WEAK,3,1,0,LOSS,83.93,7
2026-07-02,MLB,ML,"Detroit Tigers @ Texas Rangers",away,LEAN,1,1,0,LOSS,67.93,2
2026-07-02,MLB,ML,"Los Angeles Angels @ Seattle Mariners",home,FADE,0,0,1,WIN,54.41,1
2026-07-02,MLB,ML,"Miami Marlins @ Colorado Rockies",away,ELITE,4,1,0,LOSS,73.11,9
2026-07-02,MLB,ML,"Pittsburgh Pirates @ Philadelphia Phillies",away,ELITE,2.5,1,0,WIN,71.76,3
2026-07-02,MLB,ML,"San Diego Padres @ Los Angeles Dodgers",home,FADE,0,0,1,WIN,54.41,1
2026-07-02,MLB,ML,"St. Louis Cardinals @ Atlanta Braves",home,LOCK,0,0,1,LOSS,64.21,4
2026-07-02,MLB,ML,"Tampa Bay Rays @ Kansas City Royals",away,LOCK,5,1,0,WIN,66.98,5
2026-07-02,SOC,ML,"Algeria @ Switzerland",home,WEAK,2.5,1,0,WIN,75.03,6
2026-07-03,MLB,ML,"Milwaukee Brewers @ Arizona Diamondbacks",away,ELITE,1,1,0,WIN,68.99,3
2026-07-03,MLB,ML,"Minnesota Twins @ New York Yankees",home,LEAN,0,0,1,WIN,59.68,2
2026-07-03,MLB,ML,"New York Mets @ Atlanta Braves",away,FADE,0,0,1,LOSS,65.78,3
2026-07-03,MLB,ML,"Pittsburgh Pirates @ Washington Nationals",home,PREMIUM,5,1,0,WIN,63.96,4
2026-07-03,MLB,ML,"St. Louis Cardinals @ Chicago Cubs",away,FADE,0,0,1,WIN,60.58,2
2026-07-03,MLB,ML,"Tampa Bay Rays @ Houston Astros",away,PREMIUM,5,1,0,WIN,70.04,6
2026-07-03,MLB,ML,"Toronto Blue Jays @ Seattle Mariners",home,LOCK,0,0,1,LOSS,68.99,2
2026-07-03,SOC,ML,"Cabo Verde @ Argentina",home,ELITE,1,1,0,LOSS,84.64,10
2026-07-03,SOC,ML,"Egypt @ Australia",away,WEAK,2.5,1,0,LOSS,66.92,9
2026-07-03,SOC,ML,"Ghana @ Colombia",home,ELITE,6,1,0,WIN,66.41,7
2026-07-04,MLB,ML,"Baltimore Orioles @ Cincinnati Reds",away,PREMIUM,2.5,1,0,WIN,83.86,6
2026-07-04,MLB,ML,"Boston Red Sox @ Los Angeles Angels",away,FADE,0,0,1,WIN,69.4,4
2026-07-04,MLB,ML,"Chicago White Sox @ Cleveland Guardians",away,FADE,0,0,1,WIN,68.73,1
2026-07-04,MLB,ML,"Miami Marlins @ Athletics",away,WEAK,4,1,0,WIN,71.4,5
2026-07-04,MLB,ML,"Milwaukee Brewers @ Arizona Diamondbacks",away,ELITE,5,1,0,LOSS,69.4,6
2026-07-04,MLB,ML,"New York Mets @ Atlanta Braves",home,ELITE,0,0,1,WIN,96.3,1
2026-07-04,MLB,ML,"Philadelphia Phillies @ Kansas City Royals",home,FADE,0,0,1,LOSS,72.73,1
2026-07-04,MLB,ML,"San Francisco Giants @ Colorado Rockies",home,FADE,0,0,1,LOSS,63.41,3
2026-07-04,MLB,ML,"Tampa Bay Rays @ Houston Astros",away,FADE,0,0,1,LOSS,69.4,6
2026-07-04,SOC,ML,"France @ Paraguay",away,ELITE,6,1,0,WIN,63.02,6
2026-07-04,SOC,ML,"Morocco @ Canada",away,WEAK,3,1,0,WIN,75.32,29
2026-07-05,MLB,ML,"Boston Red Sox @ Los Angeles Angels",away,LOCK,1,1,0,WIN,69.37,5
2026-07-05,MLB,ML,"Chicago White Sox @ Cleveland Guardians",away,FADE,0,0,1,WIN,69.54,1
2026-07-05,MLB,ML,"Minnesota Twins @ New York Yankees",home,PREMIUM,4,1,0,LOSS,67.84,3
2026-07-05,MLB,ML,"New York Mets @ Atlanta Braves",home,LEAN,5,1,0,LOSS,83.65,8
2026-07-05,MLB,ML,"San Diego Padres @ Los Angeles Dodgers",away,LOCK,0,0,1,WIN,56.25,1
2026-07-05,MLB,ML,"San Francisco Giants @ Colorado Rockies",away,PREMIUM,0,0,1,LOSS,64.18,2
2026-07-05,MLB,ML,"St. Louis Cardinals @ Chicago Cubs",home,PREMIUM,4,1,0,WIN,69.29,4
2026-07-05,MLB,ML,"Tampa Bay Rays @ Houston Astros",away,PREMIUM,2.5,1,0,LOSS,82.96,3
2026-07-05,SOC,ML,"England @ Mexico",away,WEAK,1.5,1,0,WIN,69.37,12
2026-07-05,SOC,ML,"Norway @ Brazil",home,LEAN,1,1,0,LOSS,64.39,12
2026-07-06,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",away,LOCK,2.5,1,0,WIN,67.17,3
2026-07-06,MLB,ML,"Colorado Rockies @ Los Angeles Dodgers",home,FADE,0,0,1,WIN,67.93,1
2026-07-06,MLB,ML,"Houston Astros @ Washington Nationals",away,LOCK,2.5,1,0,LOSS,62.99,3
2026-07-06,MLB,ML,"Milwaukee Brewers @ St. Louis Cardinals",away,WEAK,4,1,0,WIN,68.9,6
2026-07-06,MLB,ML,"New York Mets @ Atlanta Braves",away,WEAK,0,0,1,WIN,68.9,4
2026-07-06,MLB,ML,"Philadelphia Phillies @ Kansas City Royals",away,WEAK,3,1,0,LOSS,87.13,11
2026-07-06,SOC,ML,"Belgium @ United States",home,WEAK,1.5,1,0,LOSS,70.64,20
2026-07-06,SOC,ML,"Spain @ Portugal",away,WEAK,3,1,0,WIN,76.6,16
2026-07-07,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",away,FADE,0,0,1,LOSS,69.29,4
2026-07-07,MLB,ML,"Atlanta Braves @ Pittsburgh Pirates",away,PREMIUM,2.5,1,0,LOSS,58.94,2
2026-07-07,MLB,ML,"Chicago Cubs @ Baltimore Orioles",away,FADE,0,0,1,WIN,87.35,5
2026-07-07,MLB,ML,"Cleveland Guardians @ Minnesota Twins",away,LEAN,0,0,1,LOSS,63.94,2
2026-07-07,MLB,ML,"Colorado Rockies @ Los Angeles Dodgers",home,LOCK,4,1,0,LOSS,74.39,8
2026-07-07,MLB,ML,"Houston Astros @ Washington Nationals",away,WEAK,0,0,1,WIN,62.42,3
2026-07-07,MLB,ML,"Kansas City Royals @ New York Mets",home,LEAN,0,0,1,LOSS,59.09,1
2026-07-07,MLB,ML,"Los Angeles Angels @ Texas Rangers",home,FADE,0,0,1,WIN,69.29,3
2026-07-07,MLB,ML,"Milwaukee Brewers @ St. Louis Cardinals",away,PREMIUM,0,0,1,WIN,74.39,4
2026-07-07,MLB,ML,"New York Yankees @ Tampa Bay Rays",home,FADE,0,0,1,WIN,60.09,2
2026-07-07,MLB,ML,"Athletics @ Detroit Tigers",home,FADE,0,0,1,WIN,59.09,1
2026-07-07,MLB,ML,"Philadelphia Phillies @ Cincinnati Reds",away,PREMIUM,4,1,0,WIN,63.39,3
2026-07-07,MLB,ML,"Seattle Mariners @ Miami Marlins",away,LEAN,2.5,1,0,LOSS,73.13,6
2026-07-07,SOC,ML,"Colombia @ Switzerland",away,FADE,0,0,1,LOSS,75.71,16
2026-07-07,SOC,ML,"Egypt @ Argentina",home,WEAK,4,1,0,WIN,79.25,8
2026-07-08,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",home,LOCK,0,0,1,WIN,67.83,4
2026-07-08,MLB,ML,"Atlanta Braves @ Pittsburgh Pirates",home,PREMIUM,0,0,1,LOSS,81.25,1
2026-07-08,MLB,ML,"Boston Red Sox @ Chicago White Sox",away,FADE,0,0,1,WIN,65.67,4
2026-07-08,MLB,ML,"Cleveland Guardians @ Minnesota Twins",away,LOCK,2.5,1,0,LOSS,53.76,2
2026-07-08,MLB,ML,"Colorado Rockies @ Los Angeles Dodgers",home,LOCK,5,1,0,WIN,73.47,7
2026-07-08,MLB,ML,"Houston Astros @ Washington Nationals",away,ELITE,0,0,1,LOSS,53.33,1
2026-07-08,MLB,ML,"Kansas City Royals @ New York Mets",away,FADE,0,0,1,LOSS,64.72,3
2026-07-08,MLB,ML,"Milwaukee Brewers @ St. Louis Cardinals",home,FADE,0,0,1,WIN,85.97,4
2026-07-08,MLB,ML,"New York Yankees @ Tampa Bay Rays",away,LEAN,0,0,1,LOSS,51.25,2
2026-07-08,MLB,ML,"Athletics @ Detroit Tigers",away,FADE,0,0,1,LOSS,80.21,4
2026-07-08,MLB,ML,"Toronto Blue Jays @ San Francisco Giants",home,LEAN,2.5,1,0,LOSS,68.62,3
2026-07-09,MLB,ML,"Arizona Diamondbacks @ San Diego Padres",away,ELITE,2.5,1,0,WIN,74.79,3
2026-07-09,MLB,ML,"Boston Red Sox @ Chicago White Sox",away,FADE,0,0,1,WIN,61.57,3
2026-07-09,MLB,ML,"Cleveland Guardians @ Minnesota Twins",away,FADE,0,0,1,WIN,58.64,3
2026-07-09,MLB,ML,"Colorado Rockies @ San Francisco Giants",home,ELITE,1,1,0,WIN,59.52,1
2026-07-09,MLB,ML,"Milwaukee Brewers @ St. Louis Cardinals",away,FADE,0,0,1,WIN,84.04,9
2026-07-09,MLB,ML,"New York Yankees @ Tampa Bay Rays",away,LEAN,0,0,1,WIN,57.58,1
2026-07-09,MLB,ML,"Athletics @ Detroit Tigers",home,FADE,0,0,1,WIN,55.16,2
