date,sport,mkt,won,odds,units,profit,pMkt,pHat,edgeVsMkt,agsV12,conviction,top2MinusMean,edge,clvTop2,isRank,isSharp,hcMargin,topUnopp,topVsTop,deltaQ,isMLB,isSOC,hcTier,agsTier
2026-06-13,MLB,ml,1,-115,5,4.35,0.5349,0.6739,0.139,0.9942,1.54,0,14.3136,40,0,0,1,1,0,0,1,0,UNTIERED,ELITE
2026-06-13,MLB,ml,1,-112,1,0.85,0.5283,0.5512,0.0229,0.9358,0.7,0,,61,0,0,0,1,0,1,1,0,UNTIERED,LOCK
2026-06-13,NBA,ml,0,-205,0.25,-0.25,0.6721,0.1245,-0.5476,0.3024,3.3433,6.5967,-10.8452,75.71,0,0,6,0,0,4,0,0,UNTIERED,WEAK
2026-06-13,MLB,spread,0,123,1,-1,0.4484,0.5345,0.0861,0.931,0.47,0,,62.39,0,0,0,1,0,1,1,0,UNTIERED,LOCK
2026-06-13,MLB,spread,1,-130,1,0.77,0.5652,0.5164,-0.0488,0.931,0.13,0,,62.39,0,0,0,1,0,1,1,0,UNTIERED,LOCK
2026-06-13,MLB,spread,1,-120,1,0.82,0.5455,0.544,-0.0015,0.9284,0.58,0,,61,0,0,0,1,0,1,1,0,UNTIERED,LOCK
2026-06-13,MLB,spread,0,-106,1,-1,0.5146,0.5017,-0.0129,0.939,0.57,0,,62.39,0,0,0,1,0,0,1,0,UNTIERED,LOCK
2026-06-13,MLB,total,1,-110,5,4.55,0.5238,0.5069,-0.0169,0.9884,0.59,0,-3.75,69.23,0,0,0,0,0,0,1,0,UNTIERED,ELITE
2026-06-13,MLB,total,1,-110,3,2.73,0.5238,0.5613,0.0375,0.9609,0.91,0,,62.39,0,0,0,1,0,1,1,0,UNTIERED,PREMIUM
2026-06-13,MLB,total,1,101,1,1.01,0.4975,0.4912,-0.0063,0.918,0.18,0,3.1169,72.88,0,0,0,0,0,0,1,0,UNTIERED,LOCK
2026-06-13,MLB,total,1,-110,0.5,0.48,0.5238,0.5282,0.0044,0.871,0.195,0,5.79,64.34,0,0,0,1,0,1,1,0,UNTIERED,LEAN
2026-06-13,MLB,total,0,-110,5,-5,0.5238,0.5786,0.0548,0.9863,0.28,0,20.9211,69.23,0,0,0,0,0,0,1,0,UNTIERED,ELITE
2026-06-14,MLB,ml,0,106,1,-1,0.4854,0.5018,0.0163,0.931,2.705,1.8,15.4754,68.54,0,0,1,1,0,1,1,0,UNTIERED,LOCK
2026-06-14,MLB,ml,1,-124,0.25,0.19,0.5536,0.4674,-0.0862,0.3454,0.9967,0.3683,-6.8753,68.54,0,0,0,0,1,1,1,0,UNTIERED,WEAK
2026-06-14,MLB,ml,0,-192,5,-5,0.6575,0.5804,-0.0771,0.9846,0.71,0,,50,0,0,0,0,0,0,1,0,UNTIERED,ELITE
2026-06-14,MLB,ml,0,106,2.5,-2.5,0.4854,0.4949,0.0094,0.9643,0.12,0,,57.36,0,0,0,1,0,0,1,0,UNTIERED,PREMIUM
2026-06-14,MLB,ml,1,-125,1,0.77,0.5556,0.5613,0.0057,0.9353,1.148,0.747,12.4555,68.84,0,0,1,1,0,2,1,0,UNTIERED,LOCK
2026-06-14,MLB,ml,0,-101,3,-3,0.5025,0.5483,0.0458,0.9643,0.1,0,15.13,57.36,0,0,0,1,0,0,1,0,UNTIERED,PREMIUM
2026-06-14,MLB,ml,1,-115,0.25,0.21,0.5349,0.493,-0.0419,0.7222,0.3033,0.0717,,62.51,0,0,0,1,0,1,1,0,UNTIERED,WEAK
2026-06-14,NHL,ml,1,-115,0.25,0.22,0.5349,0.4882,-0.0467,0.2304,1.335,0,-4.1667,72.61,0,0,1,0,1,0,0,0,UNTIERED,WEAK
2026-06-14,MLB,spread,0,-180,5,-5,0.6429,0.5413,-0.1015,0.982,0.16,0,1.1628,68.78,0,0,0,0,0,1,1,0,UNTIERED,ELITE
2026-06-14,MLB,spread,0,-116,3,-3,0.537,0.6186,0.0815,0.9647,0.71,0,,62.77,0,0,0,0,0,2,1,0,UNTIERED,PREMIUM
2026-06-14,MLB,spread,1,-158,1,0.62,0.6124,0.4967,-0.1157,0.9461,0.355,0,2.8968,61.93,0,0,-1,1,0,0,1,0,UNTIERED,LOCK
2026-06-14,MLB,total,0,-110,3,-3,0.5238,0.5388,0.015,0.9643,0.21,0,,57.36,0,0,0,1,0,1,1,0,UNTIERED,PREMIUM
2026-06-14,NHL,total,1,-110,5,4.42,0.5238,0.4781,-0.0457,0.9851,0.76,0,,80,0,0,0,1,0,0,0,0,UNTIERED,ELITE
2026-06-15,MLB,ml,1,-132,3,2.21,0.569,0.6175,0.0485,0.8946,1.8167,0.4533,,68.54,0,0,1,1,0,3,1,0,MINI,LEAN
2026-06-15,MLB,spread,1,-114,3,2.86,0.5327,0.5873,0.0546,0.9678,1.09,0,,56.72,0,0,0,1,0,1,1,0,MINI,PREMIUM
2026-06-16,MLB,ml,1,-163,4,2.38,0.6198,0.4781,-0.1416,0.9769,3.9183,4.2867,21.075,72.44,0,0,3,1,0,5,1,0,TOP,PREMIUM
2026-06-16,MLB,ml,1,-135,6,4.48,0.5745,0.4683,-0.1061,0.9753,1.1867,0.5383,-9.2882,70.02,0,0,2,0,0,0,1,0,SUPER,PREMIUM
2026-06-16,MLB,ml,1,-174,4,2.29,0.635,0.5187,-0.1164,0.839,0.7775,0.4775,2.095,70.19,0,0,1,1,0,2,1,0,TOP,LEAN
2026-06-16,MLB,ml,0,-161,4,-4,0.6169,0.6155,-0.0014,0.7781,1.7133,0.5967,-0.1955,56.77,0,0,1,1,0,3,1,0,TOP,LEAN
2026-06-16,MLB,total,0,-110,3,-3,0.5238,0.606,0.0822,0.9727,0.675,0,,56.06,0,0,0,1,0,2,1,0,MINI,PREMIUM
2026-06-16,MLB,total,0,-110,3,-3,0.5238,0.6039,0.0801,0.9862,0.8133,0.3417,18.1003,56.06,0,0,0,1,0,1,1,0,MINI,ELITE
2026-06-17,MLB,ml,1,100,2.5,2.5,0.5,0.6249,0.1249,0.9827,1.05,0,,53.75,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-17,MLB,ml,0,-123,3,-3,0.5516,0.6222,0.0706,0.9845,1.18,0,9.1282,55.12,0,0,0,0,0,0,1,0,MINI,ELITE
2026-06-17,MLB,total,1,-110,3,2.73,0.5238,0.6249,0.1011,0.9827,1.05,0,,53.75,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-17,MLB,total,1,-110,3,2.73,0.5238,0.6326,0.1088,0.9848,1.2,0,,53.75,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-17,MLB,total,0,-110,3,-3,0.5238,0.518,-0.0059,0.9801,6.26,2.78,,72.26,0,0,0,1,0,1,1,0,MINI,ELITE
2026-06-18,MLB,ml,0,-141,4,-4,0.5851,0.6108,0.0258,0.9742,1.105,0,15.0222,67.12,0,0,1,0,0,0,1,0,TOP,PREMIUM
2026-06-18,MLB,ml,1,108,2.5,2.58,0.4808,0.3523,-0.1284,0.9602,1.4722,3.5678,8.2576,75.94,0,0,1,0,0,4,1,0,TOP,PREMIUM
2026-06-18,MLB,total,1,-110,3,2.73,0.5238,0.6632,0.1394,0.9543,0.745,0,17.7364,54.69,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-18,MLB,total,1,-110,3,2.78,0.5238,0.4871,-0.0367,0.9603,0.77,0.42,-6.235,72.9,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-19,MLB,ml,1,-163,4,2.38,0.6198,0.5664,-0.0534,0.9759,0.97,0.39,8.5998,67.16,0,0,-1,0,0,1,1,0,TOP,PREMIUM
2026-06-19,MLB,spread,1,-111,4,3.08,0.5261,0.536,0.0099,0.9594,0.7867,0.3233,7.2615,54.14,0,0,1,1,0,0,1,0,TOP,PREMIUM
2026-06-19,MLB,spread,1,-115,3,2.54,0.5349,0.5599,0.025,0.9495,0.8933,0.0917,,69.62,0,0,0,0,0,1,1,0,MINI,LOCK
2026-06-19,MLB,total,0,-110,3,-3,0.5238,0.628,0.1042,0.9817,1.08,0,,53.11,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-19,MLB,total,0,-110,3,-3,0.5238,0.6141,0.0903,0.9522,1.2133,0.5167,19.2288,64.18,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-20,MLB,ml,0,-200,4,-4,0.6667,0.7223,0.0556,0.9645,2.36,0,,38.48,0,0,0,0,0,1,1,0,TOP,PREMIUM
2026-06-20,MLB,ml,1,-190,4,2.02,0.6552,0.5912,-0.064,0.9434,1.1867,0.3733,6.3492,62.98,0,0,1,0,0,1,1,0,TOP,LOCK
2026-06-20,MLB,ml,1,-137,3,2.19,0.5781,0.6384,0.0603,0.9781,1.26,0,,52.43,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-20,MLB,total,1,-110,2,1.82,0.5238,0.495,-0.0288,0.9542,0.445,0,,60.28,1,0,0,0,0,-1,1,0,RANK,PREMIUM
2026-06-21,MLB,ml,0,-226,3,-3,0.6933,0.672,-0.0213,0.9392,0.985,0,12.2835,61.95,0,0,0,0,0,2,1,0,MINI,LOCK
2026-06-21,MLB,ml,1,-178,3,1.61,0.6403,0.4767,-0.1636,0.9638,0.5425,0.3875,10.1996,80.79,0,0,0,0,0,0,1,0,MINI,PREMIUM
2026-06-21,MLB,total,1,100,2.5,2.52,0.5,0.5066,0.0066,0.9636,2.1175,1.7575,8.293,74.48,0,0,1,0,0,2,1,0,TOP,PREMIUM
2026-06-21,MLB,total,0,-110,3,-3,0.5238,0.5805,0.0567,0.96,3.04,1.345,0.3109,69.02,0,0,0,0,0,2,1,0,MINI,PREMIUM
2026-06-22,MLB,ml,1,-124,3,2.29,0.5536,0.5913,0.0377,0.9909,1.16,0,,68.57,0,0,0,0,0,1,1,0,MINI,ELITE
2026-06-22,MLB,total,0,-110,3,-3,0.5238,0.6252,0.1014,0.9617,0.97,0,5.9642,58.86,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-22,MLB,total,1,-110,3,2.73,0.5238,0.6253,0.1015,0.9592,1.03,0,,52.24,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-22,MLB,total,1,-110,3,2.73,0.5238,0.5174,-0.0064,0.9857,0.48,0.185,,63.77,0,0,0,1,0,1,1,0,MINI,ELITE
2026-06-22,MLB,total,1,-104,4,3.85,0.5098,0.5465,0.0367,0.9215,1.6433,0.7517,20.7792,65.69,0,0,1,1,0,0,1,0,TOP,LOCK
2026-06-23,MLB,ml,0,-108,3,-3,0.5192,0.5711,0.0518,0.9757,1.445,1.235,,74.47,0,0,0,0,0,4,1,0,MINI,PREMIUM
2026-06-23,MLB,ml,0,-133,3,-3,0.5708,0.5745,0.0036,0.9729,1.01,0.18,-2.1588,61.43,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-23,MLB,total,0,-110,2.5,-2.5,0.5238,0.62,0.0962,0.9057,1,0,,51.47,0,0,0,0,0,1,1,0,MINI,LOCK
2026-06-24,MLB,ml,0,-132,3,-3,0.569,0.6596,0.0906,0.9642,1.15,0,7.1429,50.68,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-24,MLB,ml,1,152,4,5.8,0.3968,0.954,0.5572,0.9773,0.54,0,,65.07,1,0,0,1,0,2,1,0,RANK,PREMIUM
2026-06-24,SOC,ml,1,-525,4,1.14,0.84,0.3753,-0.4647,0.9811,1.6343,2.8857,,72.5,0,0,1,0,0,2,0,1,TOP,PREMIUM
2026-06-24,MLB,total,1,-110,4,3.64,0.5238,0.9094,0.3856,0.9687,2.3475,1.6175,,73.47,1,0,-1,0,0,1,1,0,RANK,PREMIUM
2026-06-24,MLB,total,0,-110,3,-3,0.5238,0.5369,0.013,0.9609,1.05,0,,50.68,0,0,0,0,0,1,1,0,MINI,PREMIUM
2026-06-24,MLB,total,0,-110,4,-4,0.5238,0.9625,0.4387,0.7783,0.575,0.035,,70.93,1,0,0,0,0,4,1,0,RANK,LEAN
2026-06-25,SOC,ml,0,-110,1,-1,0.5238,0.3429,-0.1809,0.9393,4.8086,9.0114,,83.73,0,0,7,1,0,10,0,1,CONFIRMED,LOCK
2026-06-25,SOC,ml,1,-700,4,0.53,0.875,0.5415,-0.3335,0.9929,0.856,0.704,,71.47,0,0,1,0,0,1,0,1,TOP,ELITE
2026-06-25,SOC,ml,0,-105,4,-4,0.5122,0.2437,-0.2684,0.6314,8.6829,14.2021,,83.73,1,0,4,1,0,4,0,1,RANK,WEAK
2026-06-25,MLB,spread,0,114,4,-4,0.4673,0.9416,0.4743,0.9882,0.845,0,-7.0954,59.85,1,0,0,0,0,1,1,0,RANK,ELITE
2026-06-25,MLB,total,1,-110,4,3.64,0.5238,0.9272,0.4034,0.9677,0.215,0,,59.85,1,0,0,0,0,0,1,0,RANK,PREMIUM
2026-06-26,MLB,ml,1,-120,4,3.33,0.5455,0.936,0.3906,0.9709,0.505,0,,53.83,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-06-26,SOC,ml,1,-600,4,0.8,0.8571,0.9356,0.0785,0.9881,0.5833,0.0967,50,68.19,1,0,0,1,0,-1,0,1,RANK,ELITE
2026-06-26,SOC,ml,1,-200,6,4.14,0.6667,0.1503,-0.5164,0.8112,3.0029,7.9821,,75.56,0,0,2,1,0,6,0,1,SUPER,LEAN
2026-06-26,SOC,ml,1,-155,4,1.6,0.6078,0.8031,0.1953,0.5604,2.3892,7.2508,,68.79,1,0,2,1,0,9,0,1,RANK,WEAK
2026-06-26,SOC,ml,0,150,1.5,-1.5,0.4,0.6772,0.2772,0.807,2.3967,0.0683,,82.56,0,0,2,1,0,0,0,1,SUPER,LEAN
2026-06-26,SOC,ml,0,135,1.5,-1.5,0.4255,0.4237,-0.0018,0.6937,0.825,0,,68.27,0,1,2,0,0,-4,0,1,SHARP-PRIME,WEAK
2026-06-26,MLB,spread,0,110,2.5,-2.5,0.4762,0.6144,0.1382,0.9834,1.2067,0.1783,16.1364,59.15,0,0,1,0,0,2,1,0,TOP+,PREMIUM
2026-06-26,MLB,total,0,-110,4,-4,0.5238,0.7254,0.2016,0.9966,5.03,0,,68.3,0,0,1,0,0,1,1,0,TOP,ELITE
2026-06-27,MLB,ml,0,-155,3,-3,0.6078,0.571,-0.0369,0.5278,3.07,0,4.8991,57.79,0,1,2,0,0,-1,1,0,SHARP,WEAK
2026-06-27,MLB,ml,1,-112,4,3.64,0.5283,0.9417,0.4134,0.5273,0.6775,0.4225,,66.44,1,0,1,0,0,2,1,0,RANK,WEAK
2026-06-27,MLB,ml,0,114,1,-1,0.4673,0.5417,0.0744,0.9849,0.6733,0.2417,,68.73,0,0,0,0,0,1,1,0,MINI-,ELITE
2026-06-27,MLB,ml,0,-104,4,-4,0.5098,0.4563,-0.0535,0.927,0.225,0,,45.56,0,1,0,0,0,0,1,0,SHARP-PRIME,LOCK
2026-06-27,MLB,ml,1,-123,4,3.25,0.5516,0.5676,0.016,0.9046,0.66,0.275,-5.5609,85.03,0,1,0,0,0,1,1,0,SHARP-PRIME,LOCK
2026-06-27,MLB,ml,0,-178,4,-4,0.6403,0.9481,0.3078,0.9686,0.6867,0.0883,13.7504,67.88,1,0,0,1,0,1,1,0,RANK,PREMIUM
2026-06-27,SOC,ml,1,-500,4,0.76,0.8333,0.5842,-0.2491,0.9957,2.1967,0.8783,,69.6,0,0,1,1,0,1,0,1,TOP,ELITE
2026-06-27,SOC,ml,1,-575,5,0.8,0.8519,0.5533,-0.2986,0.9922,1.4167,2.0433,49.4286,63.94,0,0,1,1,0,4,0,1,TOP+,ELITE
2026-06-27,SOC,ml,1,-122,3,2.5,0.5495,0.5041,-0.0455,0.4672,1.5911,2.5039,,70.6,0,1,3,0,0,4,0,1,SHARP,WEAK
2026-06-27,SOC,ml,1,-125,5,3.33,0.5556,0.5344,-0.0211,0.8385,0.9167,0.3283,,62.3,0,0,1,1,0,0,0,1,TOP+,LEAN
2026-06-27,MLB,spread,1,-204,4,2.29,0.6711,0.9426,0.2716,0.9699,0.31,0,,60.15,1,0,0,1,0,1,1,0,RANK,PREMIUM
2026-06-27,MLB,total,0,-104,4,-4,0.5098,0.9486,0.4388,0.3812,1.445,0.425,,74.27,1,0,1,0,0,2,1,0,RANK,WEAK
2026-06-28,MLB,ml,0,1210,5,-5,0.0763,0.5758,0.4995,0.9797,1.0733,0.4817,12.8419,66.1,0,0,1,1,0,1,1,0,TOP+,PREMIUM
2026-06-28,MLB,ml,1,115,4,4.4,0.4651,0.9422,0.4771,0.9708,0.58,0,-6.4343,65.43,1,0,0,0,0,1,1,0,RANK,LOCK
2026-06-28,SOC,ml,1,-142,1,0.69,0.5868,0.7898,0.203,0.9885,2.7439,5.5461,16.8119,78.38,0,0,3,0,1,17,0,1,CONFIRMED,ELITE
2026-06-28,MLB,spread,0,-149,3,-3,0.5984,0.5317,-0.0667,0.9153,1,0,,50.55,0,0,0,0,0,1,1,0,MINI,LEAN
2026-06-28,MLB,spread,1,-168,4,2.11,0.6269,0.9449,0.318,0.9711,1.775,0,,59.95,1,0,0,1,0,0,1,0,RANK,LOCK
2026-06-28,MLB,total,1,-110,1,0.96,0.5238,0.5434,0.0196,0.8956,0.5933,0.2067,,71.69,0,0,0,0,0,1,1,0,MINI-,LEAN
2026-06-28,MLB,total,1,-110,4,3.64,0.5238,0.5435,0.0197,0.9677,1.16,0,,56.41,0,0,1,0,0,0,1,0,TOP,LOCK
2026-06-28,MLB,total,0,-110,4,-4,0.5238,0.9223,0.3985,0.9771,0.59,0.215,,56.41,1,0,0,0,0,0,1,0,RANK,PREMIUM
2026-06-28,MLB,total,0,-104,4,-4,0.5098,0.9418,0.432,0.976,0.94,0.395,9.7209,65.81,1,0,0,1,0,1,1,0,RANK,PREMIUM
2026-06-29,MLB,ml,1,-131,4,3.05,0.5671,0.9273,0.3602,0.1304,1.055,0,,56.5,1,0,0,0,0,1,1,0,RANK,WEAK
2026-06-29,SOC,ml,1,-145,4,3.08,0.5918,0.8077,0.2158,0.5882,1.4253,2.3347,4.2178,69.37,0,1,2,0,1,12,0,1,SHARP-PRIME,WEAK
2026-06-29,SOC,ml,0,-265,5,-5,0.726,0.2048,-0.5212,0.8582,4.49,6.74,,73.06,0,0,3,1,0,3,0,1,TOP+,LEAN
2026-06-29,MLB,total,1,-110,3,2.63,0.5238,0.5206,-0.0032,0.8527,0.5173,0.2873,,68.01,0,0,0,0,0,1,1,0,MINI,LEAN
2026-06-29,MLB,total,1,-110,4,3.64,0.5238,0.4841,-0.0397,0.2693,0.5033,0.1767,0.9968,72.41,0,1,0,1,0,0,1,0,SHARP-PRIME,WEAK
2026-06-30,MLB,ml,1,120,4,5,0.4545,0.939,0.4844,0.9791,0.685,0,-6.3502,57.39,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-06-30,MLB,ml,0,163,1.5,-1.5,0.3802,0.5834,0.2032,0.9789,0.8,0.295,,71.21,0,0,0,0,0,2,1,0,MINI,PREMIUM
2026-06-30,MLB,ml,1,-128,4,2.96,0.5614,0.509,-0.0524,0.7017,0.7733,0.2617,-0.3078,83.93,0,0,1,0,0,-1,1,0,TOP,LEAN
2026-06-30,MLB,ml,0,-109,3,-3,0.5215,0.547,0.0255,0.9188,1.45,0,,50.54,0,0,0,0,0,1,1,0,MINI,LOCK
2026-06-30,MLB,ml,1,-114,3,2.68,0.5327,0.4805,-0.0522,0.5108,0.88,0.805,2.5668,88.77,0,1,2,0,0,-1,1,0,SHARP,WEAK
2026-06-30,MLB,ml,0,110,4,-4,0.4762,0.9411,0.4649,0.9706,0.33,0,,65.87,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-06-30,MLB,ml,1,117,2.5,2.92,0.4608,0.5925,0.1317,0.9724,0.8183,0.7917,,69.78,0,0,1,0,0,3,1,0,TOP+,PREMIUM
2026-06-30,SOC,ml,1,129,2.5,3.13,0.4367,0.0617,-0.3749,0.6881,3.36,7.66,,68.78,0,0,2,1,0,-1,0,1,TOP,LEAN
2026-06-30,SOC,ml,1,105,4,4.6,0.4878,0.9529,0.4651,0.5282,2.1878,2.5922,,71.09,1,0,4,1,0,5,0,1,RANK,WEAK
2026-06-30,SOC,ml,1,-350,1,0.29,0.7778,0.6811,-0.0967,0.9922,1.4213,1.3538,-5.9891,61.22,0,0,3,0,1,4,0,1,CONFIRMED,ELITE
2026-06-30,MLB,spread,1,-160,4,2.45,0.6154,0.9376,0.3222,0.9544,1.285,0.665,8.7934,66.17,1,0,0,1,0,1,1,0,RANK,PREMIUM
2026-06-30,MLB,total,1,-110,4,3.64,0.5238,0.5689,0.0451,0.918,1.3367,0.3783,,83.93,0,0,1,0,0,0,1,0,TOP,LOCK
2026-06-30,MLB,total,0,-110,5,-5,0.5238,0.6704,0.1466,0.9742,1.562,0.788,,66.35,0,0,2,0,0,4,1,0,TOP+,PREMIUM
2026-06-30,MLB,total,1,-110,1,0.89,0.5238,0.5656,0.0418,0.9821,1.6067,0.2533,,66.17,0,0,0,0,0,1,1,0,MINI-,PREMIUM
2026-06-30,MLB,total,1,103,5,4.46,0.4926,0.5253,0.0327,0.9353,2.7355,0.5345,11.1833,66.17,0,0,1,0,0,-1,1,0,TOP+,LOCK
2026-06-30,MLB,total,0,-110,5,-5,0.5238,0.5219,-0.002,0.6399,1.3,0.555,,64.14,0,0,1,0,0,1,1,0,TOP+,LEAN
2026-06-30,MLB,total,1,-110,2.5,2.58,0.5238,0.5522,0.0284,0.9396,0.8325,0.3525,14.0398,66.17,0,0,0,1,0,1,1,0,MINI,LOCK
2026-07-01,MLB,ml,1,-160,6,3.7,0.6154,0.6879,0.0725,0.9749,2.525,2.485,9.9369,88.68,0,0,4,1,0,5,1,0,SUPER,PREMIUM
2026-07-01,MLB,ml,0,-134,5,-5,0.5726,0.5388,-0.0338,0.9853,1.3075,1.0325,,66.49,0,0,1,0,0,2,1,0,TOP+,ELITE
2026-07-01,MLB,ml,1,119,4,4.88,0.4566,0.9509,0.4942,0.9449,0.63,0.23,,67.89,1,0,0,1,0,2,1,0,RANK,LOCK
2026-07-01,MLB,ml,0,124,2.5,-2.5,0.4464,0.4954,0.0489,0.5167,2.2757,2.0543,-12.7692,73.93,0,1,1,0,1,2,1,0,SHARP,WEAK
2026-07-01,MLB,ml,0,-102,2.5,-2.5,0.505,0.5542,0.0492,0.2261,1.86,1.725,2.5337,70.43,0,1,3,1,0,3,1,0,SHARP,WEAK
2026-07-01,SOC,ml,1,230,1,2.3,0.303,0.1546,-0.1485,0.7637,0.915,0,,33.76,0,1,-1,0,0,-9,0,1,SHARP,LEAN
2026-07-01,MLB,spread,0,-107,3,-3,0.5169,0.5514,0.0345,0.2029,2.1167,0.4533,-23.3653,65.39,0,1,2,0,0,1,1,0,SHARP,WEAK
2026-07-01,MLB,spread,0,-180,5,-5,0.6429,0.612,-0.0308,0.9953,1.77,0,,67.89,0,0,1,1,0,0,1,0,TOP+,ELITE
2026-07-01,MLB,total,1,-110,2.5,2.65,0.5238,0.6837,0.1599,0.9916,2.455,0,6.8187,54.87,0,0,2,0,0,2,1,0,SUPER,ELITE
2026-07-01,MLB,total,1,-110,1,0.91,0.5238,0.496,-0.0278,0.9722,1.04,0,4.2757,65.29,0,0,0,0,0,-1,1,0,MINI-,PREMIUM
2026-07-01,MLB,total,0,-110,4,-4,0.5238,0.6592,0.1354,0.9882,2.955,0,,65.29,0,0,1,0,0,1,1,0,TOP,ELITE
2026-07-01,MLB,total,0,-110,4,-4,0.5238,0.9335,0.4097,0.9713,0.7967,0.3333,,60.66,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-07-02,MLB,ml,0,-185,3,-3,0.6491,0.3533,-0.2958,0.5067,0.8867,0.3683,2.5921,52.3,0,1,0,0,0,-2,1,0,SHARP,WEAK
2026-07-02,MLB,ml,0,-104,1,-1,0.5098,0.5616,0.0518,0.821,1.11,0,-5.8242,65.7,0,0,0,0,0,1,1,0,MINI-,LEAN
2026-07-02,MLB,ml,0,-138,4,-4,0.5798,0.947,0.3672,0.9907,2.5167,0.9633,,57.02,1,0,0,0,0,3,1,0,RANK,ELITE
2026-07-02,MLB,ml,1,115,2.5,2.88,0.4651,0.6176,0.1525,0.9875,2.36,0,,71.11,0,0,1,0,0,0,1,0,TOP,ELITE
2026-07-02,MLB,ml,1,-122,5,4.17,0.5495,0.6059,0.0563,0.9605,2.2833,0.5917,7.5063,60.88,0,0,1,0,0,2,1,0,TOP+,LOCK
2026-07-02,SOC,ml,1,100,2.5,2.5,0.5,0.5644,0.0644,0.0232,0.7,0.18,,75.03,0,1,0,1,0,2,0,1,SHARP,WEAK
2026-07-02,MLB,spread,1,-139,4,2.86,0.5816,0.5488,-0.0328,0.9496,0.875,0,-15.0183,65.78,0,0,1,0,0,0,1,0,TOP,LOCK
2026-07-02,MLB,total,0,-110,4,-4,0.5238,0.9609,0.437,0.9774,0.785,0.275,-7.2222,85.93,1,0,0,0,0,3,1,0,RANK,PREMIUM
2026-07-02,MLB,total,0,-110,6,-6,0.5238,0.5916,0.0677,0.9869,1.7586,1.7614,,71.76,0,0,2,0,0,4,1,0,SUPER,ELITE
2026-07-02,MLB,total,1,-110,2.5,2.7,0.5238,0.4936,-0.0302,0.3857,1.04,0.68,-6.2982,65.6,0,1,0,0,0,2,1,0,SHARP,WEAK
2026-07-02,MLB,total,0,-110,4,-4,0.5238,0.9464,0.4225,0.9873,1.16,1.115,,65.96,1,0,0,0,0,4,1,0,RANK,ELITE
2026-07-03,MLB,ml,1,-146,1,0.68,0.5935,0.4989,-0.0946,0.9912,1.5733,0.7317,7.9584,68.99,0,0,0,0,0,0,1,0,MINI-,ELITE
2026-07-03,MLB,ml,1,-141,5,3.38,0.5851,0.5555,-0.0295,0.9627,0.9933,0.3717,11.617,63.96,0,0,1,1,0,1,1,0,TOP+,PREMIUM
2026-07-03,MLB,ml,1,-103,5,4.63,0.5074,0.5827,0.0753,0.9735,1.25,0.56,,69.59,0,0,1,0,0,5,1,0,TOP+,PREMIUM
2026-07-03,SOC,ml,0,-525,1,-1,0.84,0.8786,0.0386,0.9924,1.9618,1.6682,0.6819,83.99,0,0,4,0,1,8,0,1,CONFIRMED,ELITE
2026-07-03,SOC,ml,0,150,2.5,-2.5,0.4,0.6785,0.2785,0.5105,1.956,2.494,-4.0854,60.35,0,1,2,0,1,0,0,1,SHARP,WEAK
2026-07-03,SOC,ml,1,-205,6,2.55,0.6721,0.8633,0.1912,0.9892,1.0522,2.1178,,66.41,0,0,2,1,0,8,0,1,SUPER,ELITE
2026-07-03,MLB,spread,0,-126,3,-3,0.5575,0.4477,-0.1098,0.5538,0.9689,0.3761,0.8135,61.75,0,1,0,0,0,1,1,0,SHARP,WEAK
2026-07-03,MLB,total,1,-110,5,4.55,0.5238,0.5108,-0.013,0.9576,1.215,0,-0.5556,67.16,0,0,1,0,0,0,1,0,TOP+,LOCK
2026-07-03,MLB,total,1,-110,5,4.55,0.5238,0.5436,0.0198,0.963,1.2925,0.4475,,73.87,0,0,1,0,0,2,1,0,TOP+,PREMIUM
2026-07-03,MLB,total,1,-110,4,3.6,0.5238,0.5418,0.018,0.9015,0.535,0,0.4184,65.83,1,0,0,0,0,0,1,0,RANK,LEAN
2026-07-03,MLB,total,0,-110,5,-5,0.5238,0.4861,-0.0377,0.9718,1.51,0,,51.68,0,0,1,0,0,1,1,0,TOP+,PREMIUM
2026-07-03,MLB,total,1,-118,4,3.67,0.5413,0.6046,0.0633,0.9617,0.505,0,1.9801,80.82,1,0,0,0,0,1,1,0,RANK,PREMIUM
2026-07-04,MLB,ml,1,108,2.5,2.73,0.4808,0.5865,0.1057,0.9754,1.2525,0.9675,,83.86,0,0,2,1,0,3,1,0,TOP+,PREMIUM
