team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
BOS,2025,BOS,BOS,Team Level,other,50,0.43,0.42,0.43,7204.0,89.92,20.09,5.93,16.94,3.29,44.67,31.08,19.33,20.09,19.33,81.0,41.0,38.0,160.0,22.0,9.0,3.0,10.0,0.0,48.0,33.0,59.0,100.0,6.0,15.0,85.0,23.0,18.0,26.0,57.0,37.0,28.0,2.12,4.44,13.53,2.0,7.0,13.0,160.0,122.0,122.0,9.0,1.68,2.32,2.32,19.46,19.46,18.82,121.04,26.11,9.45,22.46,4.16,65.26,33.57,23.74,26.11,23.74,111.0,50.0,56.0,217.0,18.0,17.0,4.0,16.0,0.0,62.0,48.0,93.0,143.0,6.0,15.0,81.0,16.0,9.0,25.0,72.0,55.0,34.0,2.95,7.02,16.13,2.0,2.0,14.0,217.0,161.0,161.0,12.0,2.73,6.38,6.38,22.46,22.46,20.93
BOS,2025,BOS,BOS,Team Level,all,50,0.47,0.48,0.48,181994.0,1554.05,147.97,103.9,381.97,53.01,820.9,602.26,140.67,148.12,140.82,1359.0,751.0,804.0,2914.0,164.0,168.0,21.0,279.0,3.0,770.0,726.0,1195.0,1946.0,227.0,525.0,1518.0,1204.0,243.0,806.0,1583.0,368.0,159.0,45.51,45.88,56.59,67.0,52.0,45.0,2913.7,2110.0,2110.44,385.0,23.31,31.31,32.01,139.27,139.53,134.97,1661.68,166.49,118.41,409.27,57.27,879.53,618.04,157.19,166.86,157.61,1489.0,760.0,858.0,3107.0,155.0,205.0,17.0,351.0,3.0,776.0,759.0,1334.0,2094.0,195.0,453.0,1402.0,1087.0,237.0,773.0,1607.0,462.0,180.0,46.96,58.38,61.15,60.0,52.0,43.0,3114.93,2249.0,2255.1,330.0,26.87,40.73,40.73,152.63,153.1,148.25
BOS,2025,BOS,BOS,Team Level,5on5,50,0.47,0.49,0.49,144559.0,1203.54,94.29,75.91,310.74,40.95,632.36,479.75,90.3,94.43,90.47,1052.0,582.0,664.0,2298.0,107.0,135.0,13.0,237.0,2.0,590.0,563.0,945.0,1527.0,197.0,455.0,1156.0,1130.0,179.0,700.0,1283.0,265.0,86.0,36.96,33.19,24.15,56.0,37.0,14.0,2297.7,1634.0,1634.44,345.0,15.8,23.58,24.01,86.08,86.34,84.67,1244.51,105.69,83.05,325.0,43.42,657.33,481.53,101.03,106.07,101.45,1098.0,598.0,714.0,2410.0,95.0,155.0,7.0,278.0,3.0,584.0,581.0,1003.0,1601.0,177.0,411.0,1053.0,1031.0,200.0,660.0,1256.0,343.0,97.0,36.03,43.38,26.29,47.0,40.0,8.0,2417.93,1696.0,1702.1,298.0,17.35,28.2,28.2,94.84,95.3,93.46
BOS,2025,BOS,BOS,Team Level,4on5,50,0.11,0.11,0.13,17139.0,35.77,3.66,1.98,5.6,1.27,12.15,24.34,3.59,3.66,3.59,44.0,5.0,4.0,53.0,2.0,2.0,0.0,2.0,0.0,9.0,34.0,42.0,47.0,14.0,32.0,139.0,36.0,35.0,32.0,35.0,7.0,7.0,1.03,1.06,1.58,0.0,1.0,1.0,53.0,49.0,49.0,28.0,0.45,0.41,0.41,3.71,3.71,3.7,256.88,30.78,23.92,55.52,8.38,144.47,76.92,28.72,30.78,28.72,237.0,103.0,86.0,426.0,37.0,29.0,4.0,55.0,0.0,118.0,101.0,200.0,303.0,6.0,12.0,166.0,7.0,9.0,66.0,243.0,56.0,41.0,6.84,7.15,16.79,11.0,8.0,18.0,426.0,340.0,340.0,4.0,6.33,5.13,5.13,31.98,31.98,30.53
BOS,2025,BOS,BOS,Team Level,5on4,50,0.88,0.88,0.85,13092.0,224.81,29.93,20.08,48.68,7.5,131.71,67.1,27.45,29.93,27.45,182.0,123.0,98.0,403.0,33.0,22.0,5.0,30.0,1.0,123.0,96.0,149.0,272.0,10.0,23.0,138.0,15.0,11.0,48.0,208.0,59.0,38.0,5.4,7.19,17.34,9.0,7.0,17.0,403.0,305.0,305.0,3.0,5.39,5.01,5.28,30.04,30.04,27.79,39.26,3.91,1.99,6.3,1.32,12.47,26.02,3.69,3.91,3.69,43.0,9.0,2.0,54.0,5.0,4.0,2.0,2.0,0.0,12.0,29.0,38.0,47.0,6.0,15.0,102.0,33.0,19.0,22.0,36.0,8.0,8.0,1.14,0.83,1.94,0.0,2.0,3.0,54.0,52.0,52.0,16.0,0.46,1.02,1.02,3.35,3.35,3.32
UTA,2025,UTA,UTA,Team Level,other,50,0.44,0.43,0.44,6370.0,70.34,16.89,4.62,11.23,2.28,40.11,22.87,15.77,16.89,15.77,66.0,32.0,28.0,126.0,22.0,4.0,1.0,7.0,0.0,45.0,20.0,44.0,76.0,0.0,0.0,76.0,17.0,4.0,25.0,47.0,28.0,23.0,2.19,3.27,11.44,4.0,7.0,11.0,126.0,98.0,98.0,13.0,1.31,0.85,0.85,17.36,17.36,16.19,90.04,21.52,7.0,17.69,3.46,50.24,26.11,20.02,21.52,20.02,83.0,43.0,41.0,167.0,15.0,11.0,1.0,16.0,0.0,54.0,30.0,68.0,111.0,0.0,0.0,73.0,16.0,12.0,21.0,62.0,37.0,27.0,2.06,4.51,14.94,1.0,5.0,9.0,167.0,126.0,126.0,11.0,2.11,2.29,2.29,21.34,21.34,20.04
UTA,2025,UTA,UTA,Team Level,all,50,0.51,0.52,0.53,180967.0,1599.0,154.36,109.49,382.95,54.25,864.26,613.7,146.92,154.91,147.45,1422.0,757.0,820.0,2999.0,158.0,159.0,18.0,287.0,3.0,829.0,743.0,1264.0,2021.0,175.0,378.0,1408.0,941.0,202.0,803.0,1594.0,423.0,162.0,47.98,51.81,54.57,56.0,55.0,47.0,3012.21,2179.0,2187.29,370.0,24.21,33.62,34.5,144.07,144.77,140.39,1447.62,149.82,101.38,346.69,49.13,760.76,550.23,142.94,150.12,143.25,1276.0,682.0,784.0,2742.0,139.0,174.0,25.0,278.0,1.0,700.0,666.0,1137.0,1819.0,170.0,367.0,1473.0,1064.0,236.0,784.0,1399.0,413.0,146.0,42.18,51.5,56.13,44.0,54.0,41.0,2743.2,1958.0,1960.13,371.0,22.98,36.27,36.52,136.28,136.46,132.26
UTA,2025,UTA,UTA,Team Level,5on5,50,0.54,0.54,0.54,146296.0,1285.26,110.33,84.22,319.19,43.41,686.82,504.02,105.87,110.87,106.39,1124.0,624.0,711.0,2459.0,114.0,132.0,14.0,240.0,2.0,664.0,596.0,1010.0,1634.0,156.0,340.0,1102.0,888.0,171.0,697.0,1322.0,315.0,111.0,40.11,38.92,31.3,49.0,42.0,23.0,2472.21,1748.0,1756.29,327.0,17.52,27.9,27.9,99.94,100.63,98.83,1089.6,95.23,70.27,273.15,36.64,568.99,428.72,91.57,95.54,91.88,961.0,512.0,630.0,2103.0,99.0,122.0,15.0,217.0,1.0,513.0,521.0,862.0,1374.0,154.0,335.0,1130.0,1016.0,199.0,682.0,1084.0,307.0,82.0,33.3,38.42,23.5,40.0,42.0,17.0,2104.2,1473.0,1475.13,334.0,14.66,22.93,23.19,86.7,86.88,85.2
UTA,2025,UTA,UTA,Team Level,4on5,50,0.05,0.09,0.1,14214.0,24.13,1.69,1.36,4.52,0.95,9.35,18.13,1.69,1.69,1.69,25.0,11.0,4.0,40.0,2.0,1.0,0.0,1.0,0.0,7.0,25.0,23.0,34.0,9.0,18.0,114.0,28.0,14.0,29.0,29.0,6.0,1.0,0.67,0.73,0.29,0.0,1.0,1.0,40.0,36.0,36.0,26.0,0.32,0.2,0.2,1.81,1.81,1.8,232.62,30.29,22.47,50.25,7.93,130.55,71.51,28.62,30.29,28.62,206.0,107.0,103.0,416.0,25.0,38.0,9.0,42.0,0.0,125.0,83.0,181.0,288.0,9.0,18.0,134.0,5.0,6.0,51.0,219.0,60.0,34.0,5.76,7.47,17.07,3.0,7.0,15.0,416.0,313.0,313.0,3.0,5.84,10.65,10.64,25.5,25.5,24.29
UTA,2025,UTA,UTA,Team Level,5on4,50,0.9,0.87,0.87,14087.0,219.26,25.45,19.28,48.01,7.62,127.97,68.67,23.6,25.45,23.6,207.0,90.0,77.0,374.0,20.0,22.0,3.0,39.0,1.0,113.0,102.0,187.0,277.0,10.0,20.0,116.0,8.0,13.0,52.0,196.0,74.0,27.0,5.0,8.9,11.55,3.0,5.0,12.0,374.0,297.0,297.0,4.0,5.07,4.68,5.55,24.96,24.96,23.55,35.37,2.78,1.63,5.6,1.1,10.97,23.9,2.73,2.78,2.73,26.0,20.0,10.0,56.0,0.0,3.0,0.0,3.0,0.0,8.0,32.0,26.0,46.0,7.0,14.0,136.0,27.0,19.0,30.0,34.0,9.0,3.0,1.06,1.1,0.62,0.0,0.0,0.0,56.0,46.0,46.0,23.0,0.37,0.4,0.4,2.75,2.75,2.73
CHI,2025,CHI,CHI,Team Level,other,49,0.52,0.53,0.55,5845.0,88.37,16.89,6.85,16.87,3.14,45.29,28.95,15.82,16.89,15.82,76.0,42.0,31.0,149.0,13.0,7.0,0.0,5.0,0.0,52.0,41.0,63.0,105.0,4.0,16.0,67.0,10.0,7.0,18.0,58.0,37.0,23.0,2.09,4.59,10.21,1.0,4.0,8.0,149.0,118.0,118.0,5.0,1.95,1.68,1.68,17.16,17.16,16.2,70.26,15.88,4.84,12.07,2.4,35.75,24.06,15.41,15.88,15.41,59.0,36.0,39.0,134.0,17.0,5.0,1.0,6.0,0.0,26.0,41.0,42.0,78.0,4.0,8.0,76.0,22.0,12.0,23.0,46.0,27.0,22.0,1.78,3.43,10.67,4.0,2.0,11.0,134.0,95.0,95.0,8.0,1.42,1.68,1.68,15.62,15.62,15.25
CHI,2025,CHI,CHI,Team Level,all,49,0.46,0.47,0.47,178757.0,1412.05,134.52,95.5,344.65,47.05,753.17,542.11,128.7,134.42,128.62,1234.0,683.0,669.0,2586.0,133.0,158.0,10.0,270.0,6.0,653.0,697.0,1101.0,1784.0,176.0,393.0,1279.0,877.0,253.0,797.0,1410.0,355.0,152.0,41.35,42.81,50.36,46.0,48.0,39.0,2572.43,1917.0,1909.93,402.0,21.15,29.08,29.08,126.59,126.39,122.83,1633.58,160.39,117.72,390.03,54.74,856.29,619.83,153.06,161.39,154.03,1452.0,747.0,691.0,2890.0,151.0,177.0,20.0,302.0,5.0,764.0,800.0,1301.0,2048.0,162.0,363.0,1421.0,1117.0,216.0,737.0,1582.0,446.0,171.0,45.47,56.27,58.64,58.0,55.0,38.0,2913.7,2199.0,2210.49,348.0,26.29,38.17,38.29,148.39,149.42,146.25
CHI,2025,CHI,CHI,Team Level,5on5,49,0.45,0.47,0.47,145539.0,1130.29,90.17,72.88,290.11,38.06,605.13,443.66,86.82,90.07,86.73,981.0,559.0,552.0,2092.0,90.0,138.0,10.0,226.0,5.0,515.0,566.0,891.0,1450.0,156.0,345.0,999.0,824.0,213.0,702.0,1187.0,258.0,95.0,33.31,31.12,25.75,38.0,36.0,16.0,2078.43,1540.0,1532.93,367.0,15.12,24.22,24.38,80.92,80.73,79.3,1300.38,112.42,87.4,323.31,43.47,685.41,508.98,108.11,113.43,109.08,1161.0,600.0,567.0,2328.0,111.0,130.0,16.0,250.0,4.0,627.0,639.0,1050.0,1650.0,138.0,313.0,1083.0,1043.0,176.0,644.0,1314.0,341.0,106.0,38.34,43.04,31.04,53.0,44.0,14.0,2351.7,1761.0,1772.49,314.0,18.25,28.94,29.5,101.17,102.2,100.62
CHI,2025,CHI,CHI,Team Level,4on5,49,0.08,0.1,0.11,14842.0,28.61,2.41,1.43,4.52,0.87,9.3,19.46,2.39,2.41,2.39,26.0,12.0,5.0,43.0,2.0,0.0,0.0,5.0,0.0,7.0,24.0,24.0,36.0,3.0,6.0,108.0,35.0,26.0,30.0,27.0,10.0,1.0,0.88,1.3,0.23,2.0,0.0,0.0,43.0,38.0,38.0,27.0,0.32,0.0,0.0,2.74,2.74,2.71,230.2,28.79,23.67,49.63,7.76,124.22,64.93,26.27,28.79,26.27,197.0,102.0,80.0,379.0,21.0,40.0,3.0,41.0,1.0,105.0,91.0,176.0,278.0,11.0,22.0,148.0,12.0,8.0,38.0,191.0,70.0,38.0,4.5,8.68,15.61,1.0,8.0,12.0,379.0,299.0,299.0,0.0,6.21,7.04,6.6,28.4,28.4,27.21
CHI,2025,CHI,CHI,Team Level,5on4,49,0.88,0.86,0.83,12531.0,164.79,25.03,14.34,33.15,4.99,93.44,50.05,23.66,25.03,23.66,151.0,70.0,81.0,302.0,28.0,13.0,0.0,34.0,1.0,79.0,66.0,123.0,193.0,13.0,26.0,105.0,8.0,7.0,47.0,138.0,50.0,33.0,5.06,5.8,14.17,5.0,8.0,15.0,302.0,221.0,221.0,3.0,3.76,3.18,3.02,25.77,25.77,24.62,32.73,3.3,1.8,5.01,1.12,10.91,21.85,3.27,3.3,3.27,35.0,9.0,5.0,49.0,2.0,2.0,0.0,5.0,0.0,6.0,29.0,33.0,42.0,9.0,20.0,114.0,40.0,20.0,32.0,31.0,8.0,5.0,0.86,1.12,1.33,0.0,1.0,1.0,49.0,44.0,44.0,26.0,0.41,0.51,0.51,3.21,3.21,3.18
ANA,2025,ANA,ANA,Team Level,other,50,0.45,0.54,0.55,6460.0,121.02,21.48,8.5,23.66,3.96,63.24,41.15,20.61,21.48,20.61,107.0,55.0,48.0,210.0,25.0,9.0,2.0,14.0,0.0,61.0,53.0,82.0,137.0,1.0,2.0,73.0,14.0,23.0,22.0,94.0,44.0,24.0,4.05,5.33,12.1,3.0,9.0,13.0,210.0,162.0,162.0,11.0,2.48,2.58,2.58,21.4,21.4,20.69,99.21,26.05,7.21,17.13,3.38,47.42,32.81,25.03,26.05,25.03,84.0,50.0,44.0,178.0,21.0,12.0,0.0,8.0,0.0,48.0,45.0,63.0,113.0,6.0,12.0,87.0,14.0,19.0,36.0,50.0,47.0,37.0,2.23,5.73,18.1,3.0,5.0,13.0,178.0,134.0,134.0,12.0,2.16,3.01,2.87,25.35,25.35,24.76
ANA,2025,ANA,ANA,Team Level,all,50,0.49,0.52,0.52,183260.0,1722.5,161.35,118.5,421.76,59.37,920.83,671.26,154.51,160.37,153.61,1508.0,846.0,889.0,3243.0,159.0,200.0,22.0,329.0,3.0,811.0,852.0,1349.0,2195.0,191.0,433.0,1363.0,1049.0,247.0,782.0,1756.0,448.0,150.0,53.22,56.55,51.58,53.0,64.0,42.0,3210.81,2354.0,2334.84,360.0,26.45,39.11,39.11,148.63,147.88,144.73,1621.81,166.06,112.51,387.9,54.62,861.29,618.62,158.62,166.89,159.44,1441.0,760.0,834.0,3035.0,176.0,163.0,16.0,296.0,8.0,794.0,764.0,1265.0,2025.0,183.0,409.0,1536.0,933.0,234.0,874.0,1569.0,466.0,166.0,49.83,55.9,60.34,64.0,66.0,46.0,3070.36,2201.0,2221.5,413.0,25.4,32.05,32.09,159.37,160.18,156.36
ANA,2025,ANA,ANA,Team Level,5on5,50,0.51,0.52,0.52,147075.0,1334.6,108.73,86.87,341.58,46.13,717.88,531.87,104.42,107.75,103.53,1150.0,684.0,722.0,2556.0,106.0,154.0,14.0,269.0,2.0,639.0,664.0,1044.0,1728.0,170.0,388.0,1058.0,990.0,201.0,687.0,1431.0,309.0,94.0,42.95,39.04,26.74,49.0,42.0,15.0,2523.81,1834.0,1814.84,315.0,18.09,28.69,28.69,98.06,97.32,95.68,1252.11,103.9,82.28,314.58,41.76,664.93,489.56,99.47,104.72,100.28,1104.0,593.0,677.0,2374.0,119.0,125.0,15.0,237.0,7.0,620.0,589.0,985.0,1578.0,164.0,371.0,1149.0,888.0,188.0,733.0,1273.0,337.0,87.0,40.37,40.26,23.27,54.0,50.0,15.0,2409.36,1697.0,1717.5,371.0,17.19,22.72,22.76,98.33,99.15,96.93
ANA,2025,ANA,ANA,Team Level,4on5,50,0.16,0.16,0.17,15100.0,52.15,6.33,2.98,8.11,1.75,16.36,33.48,5.91,6.33,5.91,60.0,9.0,12.0,81.0,5.0,6.0,1.0,5.0,0.0,12.0,41.0,55.0,64.0,8.0,16.0,96.0,39.0,15.0,35.0,38.0,22.0,9.0,0.99,2.97,2.37,0.0,3.0,2.0,81.0,69.0,69.0,28.0,0.68,1.58,1.58,5.42,5.42,5.38,237.57,32.73,21.46,51.3,8.45,139.0,74.05,30.99,32.73,30.99,215.0,112.0,110.0,437.0,35.0,24.0,1.0,48.0,1.0,115.0,104.0,180.0,292.0,10.0,20.0,183.0,8.0,11.0,73.0,217.0,73.0,37.0,6.49,8.54,17.7,7.0,10.0,18.0,437.0,327.0,327.0,4.0,5.68,5.85,5.99,32.42,32.42,31.59
ANA,2025,ANA,ANA,Team Level,5on4,50,0.88,0.9,0.87,14625.0,214.73,24.81,20.14,48.4,7.53,123.34,64.77,23.56,24.81,23.56,191.0,98.0,107.0,396.0,23.0,31.0,5.0,41.0,1.0,99.0,94.0,168.0,266.0,12.0,27.0,136.0,6.0,8.0,38.0,193.0,73.0,23.0,5.23,9.21,10.37,1.0,10.0,12.0,396.0,289.0,289.0,6.0,5.2,6.26,6.26,23.75,23.75,22.99,32.92,3.38,1.57,4.9,1.03,9.93,22.2,3.14,3.38,3.14,38.0,5.0,3.0,46.0,1.0,2.0,0.0,3.0,0.0,11.0,26.0,37.0,42.0,3.0,6.0,117.0,23.0,16.0,32.0,29.0,9.0,5.0,0.74,1.37,1.27,0.0,1.0,0.0,46.0,43.0,43.0,26.0,0.37,0.47,0.47,3.27,3.27,3.07
WPG,2025,WPG,WPG,Team Level,other,49,0.49,0.45,0.48,6010.0,79.38,22.23,5.44,13.83,2.73,39.37,25.39,19.35,22.23,19.35,65.0,44.0,24.0,133.0,11.0,12.0,2.0,15.0,0.0,33.0,38.0,54.0,98.0,4.0,8.0,52.0,11.0,4.0,14.0,43.0,29.0,37.0,1.68,3.54,17.01,0.0,2.0,9.0,133.0,109.0,109.0,1.0,1.62,5.12,5.12,18.73,18.73,16.97,87.69,23.37,6.48,16.27,2.85,41.95,25.07,19.74,23.37,19.74,73.0,43.0,44.0,160.0,20.0,16.0,1.0,7.0,0.0,38.0,35.0,53.0,96.0,1.0,2.0,71.0,13.0,11.0,9.0,53.0,26.0,37.0,2.01,3.16,18.2,4.0,3.0,13.0,160.0,116.0,116.0,2.0,2.05,5.73,5.73,19.7,19.7,17.92
WPG,2025,WPG,WPG,Team Level,all,49,0.48,0.48,0.49,177704.0,1446.06,146.16,104.7,344.87,49.29,775.52,567.45,137.39,146.71,137.92,1291.0,697.0,700.0,2688.0,146.0,165.0,22.0,296.0,4.0,674.0,703.0,1145.0,1842.0,171.0,385.0,1331.0,1097.0,199.0,702.0,1466.0,349.0,173.0,42.66,43.59,59.92,53.0,51.0,42.0,2706.33,1988.0,1999.92,330.0,23.45,37.45,37.45,132.16,132.71,128.33,1541.54,158.83,109.62,370.01,51.8,819.27,587.46,148.56,158.77,148.51,1370.0,727.0,779.0,2876.0,150.0,197.0,21.0,283.0,1.0,771.0,695.0,1220.0,1947.0,159.0,355.0,1297.0,879.0,221.0,704.0,1515.0,383.0,199.0,44.83,46.73,67.27,52.0,54.0,44.0,2862.89,2097.0,2088.73,315.0,24.54,40.9,40.94,142.44,142.39,137.44
WPG,2025,WPG,WPG,Team Level,5on5,49,0.47,0.48,0.48,144240.0,1113.8,91.38,74.91,278.65,38.2,606.74,453.11,87.72,91.91,88.25,988.0,555.0,591.0,2134.0,104.0,112.0,16.0,246.0,3.0,539.0,539.0,884.0,1439.0,157.0,355.0,1050.0,1043.0,171.0,620.0,1203.0,249.0,91.0,34.61,31.35,25.42,49.0,39.0,16.0,2152.33,1543.0,1554.92,308.0,15.62,22.62,22.92,84.08,84.63,83.27,1215.58,105.13,82.53,305.96,41.31,647.05,476.02,100.42,105.07,100.38,1090.0,568.0,635.0,2293.0,100.0,154.0,14.0,231.0,1.0,621.0,551.0,990.0,1558.0,140.0,319.0,983.0,839.0,190.0,627.0,1242.0,294.0,122.0,36.39,36.36,32.39,40.0,47.0,13.0,2279.89,1658.0,1649.73,294.0,17.18,28.89,28.93,93.38,93.34,91.35
WPG,2025,WPG,WPG,Team Level,4on5,49,0.17,0.15,0.18,13856.0,46.49,5.65,2.61,7.3,1.46,13.83,29.14,5.49,5.65,5.49,44.0,16.0,7.0,67.0,4.0,6.0,1.0,3.0,0.0,8.0,39.0,40.0,56.0,8.0,18.0,115.0,38.0,18.0,21.0,37.0,13.0,10.0,0.99,1.74,2.93,0.0,2.0,2.0,67.0,60.0,60.0,18.0,0.59,1.92,1.92,4.33,4.33,4.3,205.51,26.86,18.98,43.17,6.75,120.4,64.83,25.15,26.86,25.15,170.0,111.0,95.0,376.0,28.0,23.0,5.0,43.0,0.0,101.0,86.0,142.0,253.0,16.0,30.0,140.0,7.0,5.0,49.0,194.0,54.0,33.0,5.83,6.2,14.84,7.0,3.0,18.0,376.0,281.0,281.0,1.0,4.93,5.39,5.39,26.41,26.41,25.27
WPG,2025,WPG,WPG,Team Level,5on4,49,0.89,0.88,0.87,13598.0,206.39,26.9,21.73,45.08,6.89,115.59,59.81,24.82,26.9,24.82,194.0,82.0,78.0,354.0,27.0,35.0,3.0,32.0,1.0,94.0,87.0,167.0,249.0,2.0,4.0,114.0,5.0,6.0,47.0,183.0,58.0,35.0,5.39,6.95,14.56,4.0,8.0,15.0,354.0,276.0,276.0,3.0,5.6,7.79,7.49,25.02,25.02,23.79,32.76,3.47,1.63,4.61,0.89,9.88,21.54,3.25,3.47,3.25,37.0,5.0,5.0,47.0,2.0,4.0,1.0,2.0,0.0,11.0,23.0,35.0,40.0,2.0,4.0,103.0,20.0,15.0,19.0,26.0,9.0,7.0,0.61,1.01,1.84,1.0,1.0,0.0,47.0,42.0,42.0,18.0,0.38,0.89,0.89,2.95,2.95,2.89
CGY,2025,CGY,CGY,Team Level,other,50,0.46,0.43,0.42,8567.0,78.69,19.49,5.21,13.83,2.5,39.28,26.69,18.57,19.49,18.57,76.0,31.0,49.0,156.0,17.0,7.0,4.0,11.0,1.0,38.0,33.0,59.0,90.0,4.0,8.0,83.0,24.0,16.0,24.0,51.0,28.0,28.0,2.03,3.5,13.96,0.0,3.0,14.0,156.0,107.0,107.0,12.0,1.52,2.78,2.78,18.22,18.22,17.45,112.53,22.9,7.83,21.24,3.69,58.62,35.71,20.27,22.9,20.27,101.0,49.0,53.0,203.0,16.0,12.0,0.0,22.0,1.0,53.0,46.0,85.0,134.0,3.0,8.0,110.0,13.0,18.0,19.0,78.0,44.0,28.0,3.41,5.63,13.86,1.0,4.0,11.0,203.0,150.0,150.0,5.0,2.31,3.47,3.47,21.74,21.74,19.92
CGY,2025,CGY,CGY,Team Level,all,50,0.48,0.5,0.49,181689.0,1557.52,145.35,106.07,380.29,52.3,827.43,603.55,139.69,145.23,139.58,1437.0,678.0,892.0,3007.0,126.0,160.0,20.0,299.0,4.0,731.0,795.0,1311.0,1989.0,186.0,431.0,1422.0,1073.0,223.0,805.0,1605.0,351.0,159.0,45.68,43.94,55.74,49.0,35.0,42.0,2998.41,2115.0,2113.75,396.0,23.61,36.14,36.2,132.76,132.63,129.7,1595.46,155.77,111.74,382.71,53.83,845.31,618.64,147.15,156.58,147.91,1452.0,716.0,796.0,2964.0,147.0,173.0,16.0,343.0,6.0,727.0,772.0,1305.0,2021.0,199.0,458.0,1474.0,982.0,260.0,773.0,1567.0,433.0,168.0,46.81,53.76,55.2,52.0,53.0,42.0,2980.06,2168.0,2174.49,336.0,25.17,34.3,34.35,146.59,147.32,142.74
CGY,2025,CGY,CGY,Team Level,5on5,50,0.49,0.51,0.5,145149.0,1227.62,97.31,79.44,314.85,41.69,653.12,484.59,93.89,97.19,93.78,1134.0,537.0,725.0,2396.0,85.0,119.0,9.0,244.0,2.0,585.0,636.0,1049.0,1586.0,154.0,365.0,1081.0,1009.0,182.0,708.0,1306.0,266.0,99.0,36.37,33.36,27.58,45.0,25.0,15.0,2387.41,1671.0,1669.75,365.0,16.56,24.5,24.59,89.28,89.15,87.92,1217.81,102.52,79.98,307.51,41.37,641.05,483.58,98.38,103.33,99.14,1095.0,561.0,661.0,2317.0,106.0,129.0,10.0,278.0,4.0,566.0,573.0,989.0,1550.0,180.0,420.0,1139.0,942.0,219.0,683.0,1249.0,303.0,104.0,36.52,37.44,28.56,49.0,39.0,18.0,2333.06,1656.0,1662.49,301.0,16.73,24.21,24.26,94.99,95.72,94.01
CGY,2025,CGY,CGY,Team Level,4on5,50,0.11,0.15,0.15,13358.0,40.44,3.03,1.81,5.82,1.21,12.64,29.49,2.96,3.03,2.96,43.0,11.0,13.0,67.0,6.0,2.0,0.0,5.0,0.0,9.0,32.0,37.0,48.0,8.0,18.0,121.0,30.0,15.0,20.0,42.0,11.0,1.0,1.26,1.5,0.26,3.0,3.0,0.0,67.0,54.0,54.0,16.0,0.41,0.33,0.33,3.11,3.11,3.08,222.36,25.57,21.43,47.84,7.33,131.32,70.5,23.77,25.57,23.77,212.0,92.0,78.0,382.0,23.0,29.0,5.0,40.0,1.0,100.0,111.0,189.0,281.0,10.0,18.0,114.0,4.0,6.0,38.0,206.0,68.0,30.0,5.92,8.3,11.35,1.0,10.0,12.0,382.0,304.0,304.0,3.0,5.56,6.03,6.03,25.1,25.1,24.06
