team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CGY,2025,CGY,CGY,Team Level,5on4,50,0.84,0.86,0.83,14615.0,210.77,25.53,19.61,45.79,6.91,122.38,62.78,24.26,25.53,24.26,184.0,99.0,105.0,388.0,18.0,32.0,7.0,39.0,1.0,99.0,94.0,166.0,265.0,20.0,40.0,137.0,10.0,10.0,53.0,206.0,46.0,31.0,6.02,5.57,13.94,1.0,4.0,13.0,388.0,283.0,283.0,3.0,5.11,8.52,8.49,22.15,22.15,21.25,42.76,4.78,2.5,6.12,1.44,14.31,28.85,4.73,4.78,4.73,44.0,14.0,4.0,62.0,2.0,3.0,1.0,3.0,0.0,8.0,42.0,42.0,56.0,6.0,12.0,111.0,23.0,17.0,33.0,34.0,18.0,6.0,0.96,2.39,1.43,1.0,0.0,1.0,62.0,58.0,58.0,27.0,0.57,0.58,0.58,4.76,4.76,4.74
STL,2025,STL,STL,Team Level,other,50,0.35,0.39,0.37,5273.0,50.58,10.98,3.6,8.77,1.77,28.54,18.34,10.04,10.98,10.04,43.0,29.0,34.0,106.0,7.0,2.0,0.0,5.0,0.0,33.0,25.0,36.0,65.0,3.0,4.0,67.0,9.0,7.0,16.0,43.0,12.0,17.0,1.65,1.61,7.71,1.0,1.0,5.0,106.0,72.0,72.0,11.0,1.03,0.63,0.63,11.38,11.38,10.54,88.28,20.08,6.26,14.83,2.85,50.22,27.77,18.24,20.08,18.24,89.0,33.0,42.0,164.0,22.0,7.0,1.0,13.0,1.0,50.0,29.0,67.0,100.0,3.0,14.0,52.0,9.0,4.0,17.0,64.0,27.0,31.0,2.55,3.09,14.44,4.0,5.0,13.0,164.0,122.0,122.0,8.0,1.86,3.29,3.29,18.67,18.67,17.41
STL,2025,STL,STL,Team Level,all,50,0.47,0.47,0.47,181923.0,1378.01,128.31,95.58,330.24,46.13,739.8,532.01,122.27,128.17,122.17,1237.0,636.0,716.0,2589.0,120.0,155.0,16.0,246.0,2.0,658.0,692.0,1117.0,1753.0,154.0,360.0,1378.0,1161.0,214.0,718.0,1394.0,340.0,139.0,41.47,42.16,44.68,49.0,40.0,31.0,2575.34,1873.0,1873.71,336.0,20.91,28.88,28.88,120.28,120.31,117.19,1554.29,147.26,106.08,374.37,51.85,838.07,603.44,140.23,148.09,141.08,1407.0,715.0,795.0,2917.0,169.0,150.0,22.0,305.0,3.0,752.0,743.0,1238.0,1953.0,161.0,373.0,1356.0,892.0,241.0,793.0,1585.0,369.0,168.0,44.85,46.15,56.26,64.0,53.0,52.0,2946.11,2122.0,2133.09,376.0,23.52,35.03,35.1,135.62,136.53,132.7
STL,2025,STL,STL,Team Level,5on5,50,0.49,0.47,0.47,150590.0,1120.69,96.22,74.75,279.7,37.47,597.14,435.77,92.02,96.08,91.93,997.0,525.0,584.0,2106.0,87.0,134.0,14.0,206.0,2.0,537.0,556.0,910.0,1435.0,140.0,334.0,1071.0,1126.0,176.0,637.0,1133.0,294.0,95.0,33.72,36.11,26.38,41.0,34.0,12.0,2092.34,1522.0,1522.71,306.0,15.54,24.97,24.97,86.72,86.75,85.11,1242.0,101.81,80.94,314.77,41.57,658.45,489.53,97.55,102.64,98.4,1111.0,577.0,674.0,2362.0,115.0,125.0,15.0,263.0,2.0,602.0,581.0,996.0,1573.0,147.0,339.0,1109.0,857.0,205.0,713.0,1304.0,276.0,108.0,37.04,35.06,29.71,54.0,37.0,24.0,2391.11,1688.0,1699.09,340.0,16.86,26.5,26.57,92.05,92.95,91.15
STL,2025,STL,STL,Team Level,4on5,50,0.1,0.14,0.14,12446.0,33.22,2.41,1.52,5.43,0.97,10.55,23.13,2.37,2.41,2.37,32.0,12.0,9.0,53.0,4.0,2.0,0.0,6.0,0.0,4.0,28.0,28.0,40.0,5.0,10.0,109.0,16.0,20.0,19.0,37.0,5.0,2.0,1.15,0.71,0.55,3.0,0.0,1.0,53.0,44.0,44.0,17.0,0.36,0.42,0.42,2.35,2.35,2.31,191.33,21.99,16.92,39.73,6.29,118.35,63.72,21.08,21.99,21.08,174.0,93.0,71.0,338.0,30.0,16.0,6.0,28.0,0.0,92.0,101.0,144.0,237.0,7.0,12.0,111.0,5.0,11.0,39.0,187.0,54.0,26.0,4.37,6.21,11.4,5.0,10.0,15.0,338.0,267.0,267.0,6.0,4.35,4.93,4.93,21.4,21.4,20.64
STL,2025,STL,STL,Team Level,5on4,50,0.85,0.86,0.84,13614.0,173.52,18.7,15.69,36.33,5.93,103.57,54.77,17.84,18.7,17.84,165.0,70.0,89.0,324.0,22.0,17.0,2.0,29.0,0.0,84.0,83.0,143.0,213.0,6.0,12.0,131.0,10.0,11.0,46.0,181.0,29.0,25.0,4.94,3.73,10.04,4.0,5.0,13.0,324.0,235.0,235.0,2.0,3.99,2.85,2.85,19.84,19.84,19.23,32.68,3.37,1.96,5.04,1.15,11.05,22.43,3.35,3.37,3.35,33.0,12.0,8.0,53.0,2.0,2.0,0.0,1.0,0.0,8.0,32.0,31.0,43.0,4.0,8.0,84.0,21.0,21.0,24.0,30.0,12.0,3.0,0.89,1.78,0.71,1.0,1.0,0.0,53.0,45.0,45.0,22.0,0.44,0.31,0.31,3.51,3.51,3.5
WSH,2025,WSH,WSH,Team Level,other,51,0.62,0.59,0.61,6863.0,128.58,30.71,9.02,23.99,4.64,64.91,40.72,27.97,30.71,27.97,113.0,61.0,49.0,223.0,26.0,20.0,3.0,16.0,0.0,64.0,48.0,87.0,148.0,6.0,15.0,83.0,27.0,13.0,27.0,82.0,48.0,44.0,3.46,5.89,21.36,6.0,1.0,19.0,223.0,174.0,174.0,7.0,2.65,5.63,5.63,27.73,27.73,26.19,81.79,18.67,5.34,15.16,2.72,42.55,27.55,17.68,18.67,17.68,79.0,33.0,42.0,154.0,15.0,5.0,0.0,16.0,0.0,42.0,34.0,64.0,97.0,5.0,13.0,79.0,14.0,11.0,30.0,52.0,33.0,27.0,2.08,4.05,12.54,1.0,3.0,11.0,154.0,112.0,112.0,10.0,1.52,2.04,2.04,18.15,18.15,17.49
WSH,2025,WSH,WSH,Team Level,all,51,0.52,0.5,0.51,185962.0,1673.95,171.32,112.83,399.49,57.25,889.29,653.82,161.94,171.73,162.29,1488.0,796.0,804.0,3088.0,162.0,190.0,28.0,290.0,3.0,782.0,857.0,1326.0,2122.0,191.0,428.0,1367.0,991.0,226.0,785.0,1649.0,450.0,185.0,51.58,54.72,65.02,59.0,55.0,48.0,3093.78,2284.0,2289.47,360.0,25.29,39.23,39.6,157.01,157.28,152.2,1624.36,161.31,109.46,387.39,54.4,859.46,627.04,153.84,162.06,154.55,1448.0,752.0,848.0,3048.0,147.0,176.0,20.0,285.0,3.0,793.0,796.0,1301.0,2053.0,178.0,403.0,1386.0,970.0,243.0,807.0,1581.0,446.0,173.0,49.12,53.73,58.46,47.0,51.0,49.0,3053.7,2200.0,2203.72,377.0,24.55,34.14,34.9,150.9,151.66,148.24
WSH,2025,WSH,WSH,Team Level,5on5,51,0.5,0.51,0.51,149864.0,1287.78,108.63,82.66,322.39,44.01,688.52,518.79,104.57,109.04,104.91,1136.0,629.0,678.0,2443.0,113.0,143.0,19.0,227.0,2.0,598.0,682.0,1023.0,1652.0,167.0,374.0,1028.0,918.0,183.0,684.0,1328.0,342.0,95.0,40.82,41.67,26.15,48.0,50.0,15.0,2448.78,1765.0,1770.47,322.0,17.19,26.98,26.98,98.84,99.1,97.1,1237.23,107.39,78.91,307.87,41.33,650.61,488.96,103.71,108.13,104.42,1095.0,581.0,685.0,2361.0,91.0,136.0,13.0,226.0,2.0,600.0,621.0,1004.0,1585.0,156.0,351.0,1056.0,911.0,205.0,688.0,1246.0,325.0,105.0,38.87,39.5,29.01,36.0,37.0,18.0,2366.7,1676.0,1679.72,345.0,16.45,24.62,25.01,98.76,99.52,97.96
WSH,2025,WSH,WSH,Team Level,4on5,51,0.09,0.11,0.13,15521.0,40.03,3.05,1.79,5.73,1.2,12.36,28.88,3.02,3.05,3.02,43.0,10.0,7.0,60.0,1.0,0.0,0.0,2.0,0.0,8.0,42.0,42.0,52.0,8.0,16.0,100.0,27.0,19.0,32.0,46.0,2.0,5.0,1.56,0.26,1.22,1.0,0.0,0.0,60.0,53.0,53.0,27.0,0.42,0.0,0.0,3.46,3.46,3.43,267.08,31.86,23.52,58.19,9.15,154.07,83.21,29.13,31.86,29.13,232.0,128.0,118.0,478.0,35.0,32.0,6.0,41.0,1.0,145.0,106.0,197.0,325.0,6.0,12.0,152.0,6.0,8.0,69.0,247.0,76.0,37.0,7.26,8.98,15.61,7.0,9.0,19.0,478.0,360.0,360.0,6.0,6.19,6.44,6.81,31.24,31.24,30.07
WSH,2025,WSH,WSH,Team Level,5on4,51,0.89,0.87,0.85,13714.0,217.56,28.93,19.37,47.38,7.41,123.49,65.42,26.38,28.93,26.38,196.0,96.0,70.0,362.0,22.0,27.0,6.0,45.0,1.0,112.0,85.0,174.0,270.0,10.0,23.0,156.0,19.0,11.0,42.0,193.0,58.0,41.0,5.73,6.91,16.29,4.0,4.0,14.0,362.0,292.0,292.0,4.0,5.04,6.62,6.99,26.98,26.98,25.48,38.28,3.4,1.68,6.17,1.19,12.23,27.32,3.32,3.4,3.32,42.0,10.0,3.0,55.0,6.0,3.0,1.0,2.0,0.0,6.0,35.0,36.0,46.0,11.0,27.0,99.0,39.0,19.0,20.0,36.0,12.0,4.0,0.89,1.2,1.31,3.0,2.0,1.0,55.0,52.0,52.0,16.0,0.39,1.04,1.04,2.75,2.75,2.72
TBL,2025,TBL,TBL,Team Level,other,48,0.67,0.52,0.53,6971.0,108.35,35.63,7.43,16.58,3.64,53.66,30.07,30.56,35.63,30.56,98.0,49.0,55.0,202.0,23.0,20.0,0.0,14.0,0.0,52.0,38.0,75.0,124.0,5.0,15.0,77.0,16.0,8.0,27.0,50.0,44.0,53.0,2.22,5.31,28.09,2.0,5.0,16.0,202.0,147.0,147.0,13.0,2.14,6.0,5.85,31.92,31.92,29.25,98.0,17.91,7.54,19.68,3.57,51.69,32.61,15.53,17.91,15.53,87.0,46.0,56.0,189.0,16.0,14.0,1.0,9.0,0.0,56.0,38.0,71.0,117.0,3.0,9.0,98.0,18.0,17.0,34.0,73.0,32.0,28.0,2.93,3.93,11.05,4.0,5.0,7.0,189.0,133.0,133.0,6.0,2.13,3.18,3.18,16.87,16.87,15.01
TBL,2025,TBL,TBL,Team Level,all,48,0.55,0.53,0.52,174753.0,1527.36,170.66,106.15,358.29,51.44,806.21,581.24,158.28,172.86,160.34,1312.0,762.0,786.0,2860.0,168.0,201.0,19.0,280.0,1.0,751.0,673.0,1144.0,1906.0,217.0,518.0,1222.0,907.0,197.0,706.0,1436.0,448.0,190.0,44.09,54.54,72.03,54.0,65.0,49.0,2915.5,2074.0,2104.54,286.0,23.89,41.43,41.43,153.13,155.03,148.43,1396.2,137.48,95.33,339.72,47.57,740.59,531.32,128.5,136.67,127.75,1255.0,637.0,673.0,2565.0,119.0,163.0,18.0,270.0,3.0,640.0,697.0,1136.0,1773.0,221.0,527.0,1425.0,1094.0,237.0,695.0,1380.0,358.0,154.0,41.56,43.88,52.04,46.0,33.0,40.0,2530.02,1892.0,1875.22,319.0,21.46,34.63,34.63,124.3,123.79,119.0
TBL,2025,TBL,TBL,Team Level,5on5,48,0.55,0.53,0.53,138566.0,1165.2,103.77,76.79,291.55,39.28,614.44,460.17,98.42,105.96,100.47,987.0,599.0,640.0,2226.0,113.0,153.0,16.0,225.0,1.0,581.0,513.0,874.0,1473.0,201.0,476.0,932.0,855.0,157.0,582.0,1164.0,318.0,104.0,35.72,38.82,29.22,45.0,52.0,16.0,2281.5,1586.0,1616.54,245.0,16.02,30.16,30.16,89.63,91.53,89.18,1040.45,85.94,65.9,267.14,35.02,550.9,410.1,82.44,85.13,81.7,939.0,476.0,524.0,1939.0,77.0,120.0,13.0,220.0,2.0,456.0,540.0,862.0,1338.0,196.0,463.0,1053.0,1035.0,187.0,585.0,1092.0,240.0,83.0,32.41,29.52,24.02,39.0,21.0,17.0,1904.02,1415.0,1398.22,294.0,13.7,24.16,24.16,75.48,74.97,73.78
TBL,2025,TBL,TBL,Team Level,4on5,48,0.08,0.12,0.12,14420.0,30.77,2.48,1.33,4.16,0.84,9.52,22.68,2.44,2.48,2.44,35.0,6.0,10.0,51.0,3.0,2.0,0.0,1.0,0.0,9.0,26.0,32.0,38.0,4.0,10.0,95.0,19.0,27.0,35.0,30.0,11.0,0.0,1.14,1.34,0.0,2.0,1.0,0.0,51.0,41.0,41.0,23.0,0.3,0.18,0.18,2.6,2.6,2.58,224.26,30.58,20.42,47.72,7.99,127.8,65.49,27.5,30.58,27.5,192.0,108.0,86.0,386.0,23.0,28.0,4.0,38.0,1.0,122.0,88.0,169.0,277.0,13.0,26.0,161.0,15.0,16.0,55.0,180.0,82.0,38.0,5.05,9.97,15.57,1.0,7.0,15.0,386.0,300.0,300.0,0.0,5.29,6.99,6.99,28.88,28.88,27.14
TBL,2025,TBL,TBL,Team Level,5on4,48,0.9,0.88,0.87,14796.0,223.05,28.79,20.61,46.02,7.68,128.59,68.32,26.85,28.79,26.85,192.0,108.0,81.0,381.0,29.0,26.0,3.0,40.0,0.0,109.0,96.0,163.0,271.0,7.0,17.0,118.0,17.0,5.0,62.0,192.0,75.0,33.0,5.01,9.06,14.71,5.0,7.0,17.0,381.0,300.0,300.0,5.0,5.44,5.09,5.24,28.98,28.98,27.42,33.49,3.05,1.46,5.18,1.0,10.2,23.12,3.02,3.05,3.02,37.0,7.0,7.0,51.0,3.0,1.0,0.0,3.0,0.0,6.0,31.0,34.0,41.0,9.0,29.0,113.0,26.0,17.0,21.0,35.0,4.0,5.0,1.17,0.47,1.41,2.0,0.0,1.0,51.0,44.0,44.0,19.0,0.34,0.3,0.3,3.08,3.08,3.08
NSH,2025,NSH,NSH,Team Level,other,49,0.44,0.47,0.48,7459.0,111.53,22.95,7.99,21.04,3.89,61.75,35.39,21.31,22.95,21.31,107.0,46.0,34.0,187.0,20.0,14.0,1.0,21.0,0.0,53.0,45.0,87.0,133.0,0.0,0.0,97.0,13.0,12.0,20.0,84.0,37.0,32.0,3.29,4.67,14.99,4.0,6.0,10.0,187.0,153.0,153.0,5.0,2.31,4.14,3.48,21.79,21.79,20.53,121.21,29.18,8.46,21.31,3.99,62.65,41.4,27.78,29.18,27.78,113.0,54.0,43.0,210.0,30.0,9.0,3.0,15.0,0.0,55.0,58.0,83.0,137.0,7.0,14.0,87.0,12.0,14.0,20.0,89.0,38.0,40.0,3.54,4.65,21.0,3.0,10.0,17.0,210.0,167.0,167.0,8.0,2.44,2.84,2.84,28.79,28.79,28.07
NSH,2025,NSH,NSH,Team Level,all,49,0.49,0.52,0.5,178852.0,1539.81,150.47,108.52,367.46,51.67,830.89,592.98,142.76,149.32,141.69,1381.0,721.0,828.0,2930.0,138.0,184.0,20.0,303.0,3.0,767.0,707.0,1243.0,1964.0,186.0,407.0,1504.0,951.0,260.0,753.0,1576.0,353.0,173.0,46.02,44.48,59.98,49.0,45.0,44.0,2885.04,2102.0,2076.6,356.0,24.32,37.95,37.95,136.83,135.97,131.54,1531.56,155.59,107.66,360.26,51.11,813.78,590.59,148.31,157.75,150.36,1421.0,658.0,649.0,2728.0,166.0,139.0,27.0,305.0,1.0,720.0,748.0,1255.0,1913.0,181.0,395.0,1377.0,971.0,213.0,784.0,1523.0,390.0,166.0,45.13,48.52,61.94,57.0,62.0,47.0,2779.03,2079.0,2110.63,369.0,24.14,32.12,32.17,147.57,149.26,145.29
NSH,2025,NSH,NSH,Team Level,5on5,49,0.51,0.52,0.5,143198.0,1185.32,99.44,80.41,296.55,39.91,635.73,467.96,95.61,98.29,94.55,1045.0,575.0,693.0,2313.0,87.0,140.0,14.0,239.0,3.0,599.0,552.0,958.0,1533.0,165.0,365.0,1144.0,898.0,213.0,654.0,1250.0,265.0,105.0,36.52,33.52,29.41,40.0,30.0,17.0,2268.04,1620.0,1594.6,327.0,16.78,27.74,27.74,88.48,87.61,85.89,1170.78,96.65,77.22,293.02,39.23,629.73,462.16,93.18,98.8,95.23,1078.0,520.0,542.0,2140.0,111.0,104.0,21.0,256.0,1.0,556.0,570.0,967.0,1487.0,158.0,349.0,1067.0,922.0,166.0,673.0,1236.0,268.0,94.0,36.48,33.07,27.09,52.0,42.0,17.0,2191.03,1598.0,1629.63,337.0,16.08,23.73,23.78,88.94,90.63,89.18
NSH,2025,NSH,NSH,Team Level,4on5,49,0.09,0.14,0.15,14036.0,33.58,2.52,1.48,5.05,1.01,10.81,24.12,2.5,2.52,2.5,37.0,8.0,6.0,51.0,3.0,3.0,0.0,4.0,0.0,8.0,27.0,34.0,42.0,10.0,20.0,128.0,29.0,26.0,24.0,34.0,10.0,1.0,0.85,1.33,0.35,2.0,1.0,0.0,51.0,45.0,45.0,19.0,0.34,0.23,0.23,2.64,2.64,2.61,193.58,25.81,19.89,39.33,6.49,107.8,54.69,23.42,25.81,23.42,182.0,72.0,59.0,313.0,25.0,23.0,3.0,33.0,0.0,98.0,75.0,157.0,229.0,7.0,14.0,104.0,16.0,17.0,66.0,153.0,74.0,27.0,3.7,9.59,12.52,2.0,10.0,13.0,313.0,254.0,254.0,3.0,5.14,5.09,5.09,25.85,25.85,24.06
NSH,2025,NSH,NSH,Team Level,5on4,49,0.87,0.85,0.83,14159.0,209.39,25.56,18.65,44.82,6.86,122.61,65.52,23.34,25.56,23.34,192.0,92.0,95.0,379.0,28.0,27.0,5.0,39.0,0.0,107.0,83.0,164.0,256.0,11.0,22.0,135.0,11.0,9.0,55.0,208.0,41.0,35.0,5.36,4.96,15.23,3.0,8.0,17.0,379.0,284.0,284.0,5.0,4.89,5.86,6.52,23.93,23.93,22.5,45.99,3.95,2.11,6.6,1.41,13.6,32.34,3.93,3.95,3.93,48.0,12.0,5.0,65.0,0.0,3.0,0.0,1.0,0.0,11.0,45.0,48.0,60.0,9.0,18.0,119.0,21.0,16.0,25.0,45.0,10.0,5.0,1.41,1.21,1.33,0.0,0.0,0.0,65.0,60.0,60.0,21.0,0.48,0.45,0.45,3.98,3.98,3.98
MIN,2025,MIN,MIN,Team Level,other,51,0.55,0.51,0.52,5470.0,93.01,22.27,6.68,15.82,3.19,50.95,31.1,21.19,22.27,21.19,88.0,42.0,30.0,160.0,25.0,8.0,1.0,15.0,0.0,43.0,39.0,63.0,105.0,5.0,13.0,63.0,8.0,7.0,15.0,69.0,31.0,30.0,3.03,3.94,15.29,3.0,5.0,17.0,160.0,130.0,130.0,5.0,1.94,1.6,1.6,22.62,22.62,21.63,89.13,18.24,6.59,16.28,3.04,47.81,28.05,17.45,18.24,17.45,83.0,37.0,35.0,155.0,22.0,6.0,1.0,11.0,1.0,48.0,32.0,61.0,98.0,3.0,9.0,75.0,17.0,8.0,18.0,70.0,28.0,22.0,2.73,3.22,12.28,4.0,6.0,12.0,155.0,120.0,120.0,7.0,2.06,2.01,2.01,18.28,18.28,17.59
MIN,2025,MIN,MIN,Team Level,all,51,0.51,0.49,0.49,187018.0,1641.11,157.59,118.16,389.39,55.54,892.83,638.49,149.57,158.93,150.84,1472.0,780.0,781.0,3033.0,161.0,190.0,13.0,289.0,1.0,838.0,773.0,1311.0,2091.0,146.0,329.0,1376.0,1073.0,233.0,757.0,1677.0,402.0,173.0,48.53,48.59,60.47,61.0,53.0,47.0,3079.93,2252.0,2281.04,336.0,26.58,35.96,35.96,148.21,149.38,144.32,1668.07,150.72,116.44,406.1,56.58,918.17,655.99,143.8,150.12,143.26,1513.0,791.0,893.0,3197.0,144.0,171.0,19.0,342.0,5.0,822.0,820.0,1369.0,2160.0,176.0,397.0,1569.0,989.0,220.0,780.0,1805.0,358.0,141.0,52.94,44.89,52.89,52.0,47.0,45.0,3177.82,2304.0,2288.68,381.0,25.94,35.62,36.5,140.17,139.72,136.04
MIN,2025,MIN,MIN,Team Level,5on5,51,0.5,0.47,0.48,153436.0,1255.32,104.94,84.8,308.52,42.12,676.75,504.88,100.51,106.28,101.77,1124.0,598.0,643.0,2365.0,99.0,142.0,8.0,222.0,0.0,661.0,598.0,1025.0,1623.0,126.0,280.0,1051.0,1039.0,207.0,660.0,1303.0,309.0,110.0,37.18,37.03,30.72,50.0,36.0,13.0,2411.93,1722.0,1751.04,308.0,17.64,26.92,26.93,95.64,96.82,94.67,1349.18,103.36,89.67,342.17,45.88,745.63,544.29,99.05,102.75,98.51,1205.0,666.0,767.0,2638.0,93.0,131.0,10.0,288.0,2.0,664.0,693.0,1112.0,1778.0,156.0,347.0,1249.0,917.0,188.0,689.0,1503.0,285.0,83.0,43.68,35.97,23.71,43.0,36.0,14.0,2618.82,1871.0,1855.68,338.0,18.62,24.15,24.15,97.83,97.39,95.31
MIN,2025,MIN,MIN,Team Level,4on5,51,0.05,0.1,0.12,11633.0,25.91,1.3,1.1,4.31,0.82,8.5,18.98,1.29,1.3,1.29,32.0,3.0,3.0,38.0,3.0,0.0,0.0,0.0,0.0,4.0,28.0,29.0,32.0,7.0,20.0,120.0,10.0,9.0,18.0,29.0,6.0,0.0,0.57,0.73,0.0,1.0,2.0,0.0,38.0,35.0,35.0,17.0,0.27,0.0,0.0,1.57,1.57,1.56,194.48,25.79,18.41,42.2,6.5,113.06,59.03,24.07,25.79,24.07,188.0,77.0,83.0,348.0,27.0,31.0,8.0,39.0,2.0,103.0,63.0,161.0,238.0,9.0,21.0,101.0,12.0,8.0,38.0,197.0,35.0,33.0,5.72,4.22,15.85,4.0,5.0,18.0,348.0,265.0,265.0,3.0,4.85,8.87,9.75,20.89,20.89,20.03
MIN,2025,MIN,MIN,Team Level,5on4,51,0.9,0.89,0.88,16479.0,266.86,29.08,25.59,60.74,9.41,156.64,83.54,26.59,29.08,26.59,228.0,137.0,105.0,470.0,34.0,40.0,4.0,52.0,1.0,130.0,108.0,194.0,331.0,8.0,16.0,142.0,16.0,10.0,64.0,276.0,56.0,33.0,7.74,6.89,14.45,7.0,10.0,17.0,470.0,365.0,365.0,6.0,6.74,7.44,7.43,28.39,28.39,26.46,35.28,3.33,1.78,5.45,1.16,11.65,24.63,3.24,3.33,3.24,37.0,11.0,8.0,56.0,2.0,3.0,0.0,4.0,0.0,7.0,32.0,35.0,46.0,8.0,20.0,144.0,43.0,16.0,35.0,35.0,10.0,3.0,0.81,1.48,1.05,1.0,0.0,1.0,56.0,48.0,48.0,33.0,0.42,0.58,0.58,3.16,3.16,3.11
VGK,2025,VGK,VGK,Team Level,other,48,0.5,0.47,0.47,5962.0,105.14,21.86,7.88,19.34,3.72,51.87,35.34,19.32,21.86,19.32,99.0,41.0,41.0,181.0,20.0,13.0,3.0,14.0,0.0,41.0,52.0,79.0,120.0,2.0,4.0,86.0,9.0,16.0,24.0,65.0,46.0,29.0,2.56,5.94,13.36,3.0,5.0,12.0,181.0,140.0,140.0,8.0,2.31,4.92,4.92,19.26,19.26,18.27,119.98,22.09,7.98,21.66,3.64,57.01,44.62,20.9,22.09,20.9,106.0,51.0,44.0,201.0,21.0,8.0,2.0,21.0,0.0,57.0,50.0,85.0,136.0,3.0,6.0,89.0,16.0,10.0,21.0,88.0,42.0,27.0,3.77,5.35,12.96,3.0,7.0,11.0,201.0,157.0,157.0,8.0,2.23,2.82,2.82,21.49,21.49,20.52
VGK,2025,VGK,VGK,Team Level,all,48,0.54,0.51,0.52,177002.0,1531.38,154.74,108.69,362.22,50.42,804.7,585.29,146.05,154.48,145.86,1392.0,675.0,794.0,2861.0,160.0,162.0,28.0,296.0,2.0,725.0,722.0,1232.0,1907.0,137.0,307.0,1372.0,993.0,218.0,793.0,1458.0,444.0,165.0,41.75,55.44,57.55,45.0,61.0,54.0,2851.12,2067.0,2058.94,350.0,24.52,36.05,36.05,143.16,143.05,138.94,1396.97,130.1,94.35,340.89,48.11,751.52,548.02,124.87,131.03,125.79,1183.0,730.0,801.0,2714.0,142.0,149.0,18.0,252.0,2.0,714.0,654.0,1041.0,1771.0,161.0,361.0,1344.0,1014.0,231.0,714.0,1451.0,325.0,137.0,43.07,40.18,46.86,56.0,45.0,41.0,2732.29,1913.0,1929.78,325.0,20.93,28.36,28.36,122.67,123.64,120.53
VGK,2025,VGK,VGK,Team Level,5on5,48,0.53,0.51,0.52,147953.0,1188.0,98.17,78.71,293.96,38.93,628.9,474.4,94.22,97.9,94.04,1075.0,539.0,658.0,2272.0,103.0,110.0,16.0,246.0,1.0,580.0,574.0,972.0,1511.0,120.0,275.0,1077.0,948.0,179.0,709.0,1212.0,316.0,86.0,34.51,39.55,24.11,37.0,47.0,19.0,2262.12,1614.0,1605.94,323.0,16.44,21.59,21.68,92.87,92.76,91.18,1101.48,87.13,72.07,282.44,38.78,599.63,438.96,83.83,88.06,84.74,916.0,603.0,671.0,2190.0,99.0,123.0,15.0,202.0,2.0,574.0,519.0,817.0,1420.0,140.0,317.0,1072.0,972.0,193.0,628.0,1199.0,236.0,84.0,34.59,29.23,23.31,50.0,33.0,16.0,2208.29,1519.0,1535.78,288.0,14.98,21.89,22.05,80.06,81.02,79.45
